gene	transcript
PB2015.1375	PB2015.1375.7
PB2015.1375	PB2015.1375.6
PB2015.1375	PB2015.1375.5
PB2015.1375	PB2015.1375.4
PB2015.1375	PB2015.1375.3
PB2015.6306	PB2015.6306.1
PB2015.6306	PB2015.6306.2
PB2015.6306	PB2015.6306.3
PB2015.1375	PB2015.1375.9
PB2015.1375	PB2015.1375.8
PB2015.13448	PB2015.13448.1
PB2015.13540	PB2015.13540.9
PB2015.9129	PB2015.9129.6
PB2015.9129	PB2015.9129.7
PB2015.9129	PB2015.9129.4
PB2015.9129	PB2015.9129.5
PB2015.6868	PB2015.6868.3
PB2015.9129	PB2015.9129.3
PB2015.6868	PB2015.6868.1
PB2015.9129	PB2015.9129.1
PB2015.9747	PB2015.9747.16
PB2015.9747	PB2015.9747.17
PB2015.9747	PB2015.9747.14
PB2015.9747	PB2015.9747.15
PB2015.9747	PB2015.9747.12
PB2015.9747	PB2015.9747.13
PB2015.9747	PB2015.9747.10
PB2015.9747	PB2015.9747.11
PB2015.6510	PB2015.6510.8
PB2015.16668	PB2015.16668.2
PB2015.16668	PB2015.16668.1
PB2015.10456	PB2015.10456.4
PB2015.7625	PB2015.7625.8
PB2015.7625	PB2015.7625.3
PB2015.7625	PB2015.7625.2
PB2015.7625	PB2015.7625.1
PB2015.7504	PB2015.7504.10
PB2015.7625	PB2015.7625.7
PB2015.7625	PB2015.7625.6
PB2015.7625	PB2015.7625.5
PB2015.7625	PB2015.7625.4
PB2015.11227	PB2015.11227.5
PB2015.11227	PB2015.11227.4
PB2015.11227	PB2015.11227.7
PB2015.11227	PB2015.11227.6
PB2015.14615	PB2015.14615.1
PB2015.11227	PB2015.11227.3
PB2015.11227	PB2015.11227.2
PB2015.1361	PB2015.1361.1
PB2015.11227	PB2015.11227.9
PB2015.11227	PB2015.11227.8
PB2015.2359	PB2015.2359.2
PB2015.2542	PB2015.2542.3
PB2015.8275	PB2015.8275.1
PB2015.15716	PB2015.15716.1
PB2015.8275	PB2015.8275.3
PB2015.4554	PB2015.4554.2
PB2015.8275	PB2015.8275.5
PB2015.4554	PB2015.4554.4
PB2015.8275	PB2015.8275.7
PB2015.4554	PB2015.4554.6
PB2015.4554	PB2015.4554.9
PB2015.4554	PB2015.4554.8
PB2015.9065	PB2015.9065.2
PB2015.9322	PB2015.9322.4
PB2015.16814	PB2015.16814.4
PB2015.16814	PB2015.16814.5
PB2015.16814	PB2015.16814.6
PB2015.6896	PB2015.6896.3
PB2015.16814	PB2015.16814.1
PB2015.16814	PB2015.16814.2
PB2015.16814	PB2015.16814.3
PB2015.5300	PB2015.5300.1
PB2015.10361	PB2015.10361.5
PB2015.9065	PB2015.9065.1
PB2015.10275	PB2015.10275.1
PB2015.2821	PB2015.2821.1
PB2015.16147	PB2015.16147.1
PB2015.3567	PB2015.3567.1
PB2015.13876	PB2015.13876.20
PB2015.13876	PB2015.13876.21
PB2015.13085	PB2015.13085.5
PB2015.9609	PB2015.9609.10
PB2015.15728	PB2015.15728.1
PB2015.1602	PB2015.1602.5
PB2015.8737	PB2015.8737.10
PB2015.16829	PB2015.16829.1
PB2015.16829	PB2015.16829.2
PB2015.16829	PB2015.16829.3
PB2015.8737	PB2015.8737.14
PB2015.16829	PB2015.16829.5
PB2015.8737	PB2015.8737.16
PB2015.8737	PB2015.8737.17
PB2015.8737	PB2015.8737.18
PB2015.14711	PB2015.14711.2
PB2015.10098	PB2015.10098.7
PB2015.11764	PB2015.11764.1
PB2015.13017	PB2015.13017.1
PB2015.10098	PB2015.10098.5
PB2015.1218	PB2015.1218.1
PB2015.7165	PB2015.7165.1
PB2015.1218	PB2015.1218.3
PB2015.1218	PB2015.1218.2
PB2015.9672	PB2015.9672.1
PB2015.15410	PB2015.15410.8
PB2015.12766	PB2015.12766.4
PB2015.12766	PB2015.12766.5
PB2015.12766	PB2015.12766.6
PB2015.12766	PB2015.12766.7
PB2015.12766	PB2015.12766.1
PB2015.12766	PB2015.12766.2
PB2015.12766	PB2015.12766.3
PB2015.9577	PB2015.9577.7
PB2015.9485	PB2015.9485.2
PB2015.16357	PB2015.16357.1
PB2015.16357	PB2015.16357.2
PB2015.16357	PB2015.16357.3
PB2015.16357	PB2015.16357.4
PB2015.16357	PB2015.16357.5
PB2015.16357	PB2015.16357.6
PB2015.5032	PB2015.5032.2
PB2015.13241	PB2015.13241.1
PB2015.7648	PB2015.7648.5
PB2015.3118	PB2015.3118.1
PB2015.3118	PB2015.3118.2
PB2015.14437	PB2015.14437.3
PB2015.14437	PB2015.14437.2
PB2015.14437	PB2015.14437.1
PB2015.2139	PB2015.2139.1
PB2015.7833	PB2015.7833.3
PB2015.1671	PB2015.1671.1
PB2015.9427	PB2015.9427.5
PB2015.9427	PB2015.9427.4
PB2015.9427	PB2015.9427.7
PB2015.9427	PB2015.9427.6
PB2015.9427	PB2015.9427.1
PB2015.9427	PB2015.9427.3
PB2015.9427	PB2015.9427.2
PB2015.8886	PB2015.8886.1
PB2015.5027	PB2015.5027.7
PB2015.9766	PB2015.9766.1
PB2015.8958	PB2015.8958.10
PB2015.5027	PB2015.5027.6
PB2015.6407	PB2015.6407.1
PB2015.8817	PB2015.8817.3
PB2015.8817	PB2015.8817.2
PB2015.8817	PB2015.8817.1
PB2015.7170	PB2015.7170.1
PB2015.1907	PB2015.1907.9
PB2015.8942	PB2015.8942.1
PB2015.3285	PB2015.3285.11
PB2015.3143	PB2015.3143.5
PB2015.3285	PB2015.3285.13
PB2015.3285	PB2015.3285.12
PB2015.3285	PB2015.3285.15
PB2015.3143	PB2015.3143.1
PB2015.3143	PB2015.3143.2
PB2015.3285	PB2015.3285.16
PB2015.16320	PB2015.16320.1
PB2015.16488	PB2015.16488.3
PB2015.16488	PB2015.16488.2
PB2015.16488	PB2015.16488.1
PB2015.16488	PB2015.16488.4
PB2015.10101	PB2015.10101.1
PB2015.11584	PB2015.11584.3
PB2015.11584	PB2015.11584.2
PB2015.11584	PB2015.11584.1
PB2015.13426	PB2015.13426.12
PB2015.7691	PB2015.7691.1
PB2015.3275	PB2015.3275.4
PB2015.422	PB2015.422.4
PB2015.422	PB2015.422.5
PB2015.422	PB2015.422.2
PB2015.422	PB2015.422.3
PB2015.422	PB2015.422.1
PB2015.10343	PB2015.10343.11
PB2015.10343	PB2015.10343.10
PB2015.10343	PB2015.10343.12
PB2015.7691	PB2015.7691.4
PB2015.15729	PB2015.15729.18
PB2015.15729	PB2015.15729.19
PB2015.15729	PB2015.15729.10
PB2015.15729	PB2015.15729.11
PB2015.15729	PB2015.15729.12
PB2015.15729	PB2015.15729.13
PB2015.15729	PB2015.15729.14
PB2015.15729	PB2015.15729.15
PB2015.15729	PB2015.15729.16
PB2015.15729	PB2015.15729.17
PB2015.4068	PB2015.4068.1
PB2015.4068	PB2015.4068.3
PB2015.4068	PB2015.4068.2
PB2015.4068	PB2015.4068.5
PB2015.4068	PB2015.4068.4
PB2015.4068	PB2015.4068.7
PB2015.4068	PB2015.4068.6
PB2015.11425	PB2015.11425.2
PB2015.14905	PB2015.14905.1
PB2015.3781	PB2015.3781.4
PB2015.3781	PB2015.3781.1
PB2015.3781	PB2015.3781.2
PB2015.3781	PB2015.3781.3
PB2015.14550	PB2015.14550.1
PB2015.3204	PB2015.3204.2
PB2015.87	PB2015.87.19
PB2015.3204	PB2015.3204.3
PB2015.7465	PB2015.7465.1
PB2015.7465	PB2015.7465.2
PB2015.4601	PB2015.4601.1
PB2015.4601	PB2015.4601.2
PB2015.14720	PB2015.14720.3
PB2015.4601	PB2015.4601.4
PB2015.4601	PB2015.4601.5
PB2015.14720	PB2015.14720.6
PB2015.14720	PB2015.14720.7
PB2015.14919	PB2015.14919.2
PB2015.14919	PB2015.14919.3
PB2015.5740	PB2015.5740.1
PB2015.14919	PB2015.14919.1
PB2015.14919	PB2015.14919.6
PB2015.14919	PB2015.14919.4
PB2015.14919	PB2015.14919.5
PB2015.13319	PB2015.13319.9
PB2015.13319	PB2015.13319.8
PB2015.13319	PB2015.13319.1
PB2015.13319	PB2015.13319.3
PB2015.13319	PB2015.13319.2
PB2015.9593	PB2015.9593.1
PB2015.13319	PB2015.13319.4
PB2015.13319	PB2015.13319.7
PB2015.13319	PB2015.13319.6
PB2015.3396	PB2015.3396.8
PB2015.11081	PB2015.11081.5
PB2015.11081	PB2015.11081.4
PB2015.11081	PB2015.11081.3
PB2015.11081	PB2015.11081.2
PB2015.11081	PB2015.11081.1
PB2015.16262	PB2015.16262.1
PB2015.7889	PB2015.7889.1
PB2015.12204	PB2015.12204.5
PB2015.10859	PB2015.10859.2
PB2015.10859	PB2015.10859.1
PB2015.12204	PB2015.12204.6
PB2015.6266	PB2015.6266.1
PB2015.12204	PB2015.12204.3
PB2015.12204	PB2015.12204.2
PB2015.14681	PB2015.14681.2
PB2015.12204	PB2015.12204.9
PB2015.2323	PB2015.2323.1
PB2015.13806	PB2015.13806.7
PB2015.6645	PB2015.6645.6
PB2015.7676	PB2015.7676.3
PB2015.6645	PB2015.6645.4
PB2015.6645	PB2015.6645.5
PB2015.6645	PB2015.6645.2
PB2015.6645	PB2015.6645.3
PB2015.6645	PB2015.6645.1
PB2015.14681	PB2015.14681.1
PB2015.13442	PB2015.13442.1
PB2015.11425	PB2015.11425.6
PB2015.12500	PB2015.12500.2
PB2015.11504	PB2015.11504.3
PB2015.11504	PB2015.11504.2
PB2015.11504	PB2015.11504.1
PB2015.14810	PB2015.14810.1
PB2015.9449	PB2015.9449.5
PB2015.9449	PB2015.9449.4
PB2015.8003	PB2015.8003.2
PB2015.11918	PB2015.11918.1
PB2015.11697	PB2015.11697.3
PB2015.8435	PB2015.8435.3
PB2015.8435	PB2015.8435.2
PB2015.8435	PB2015.8435.1
PB2015.11523	PB2015.11523.1
PB2015.5148	PB2015.5148.1
PB2015.8348	PB2015.8348.1
PB2015.8348	PB2015.8348.2
PB2015.10604	PB2015.10604.13
PB2015.10604	PB2015.10604.12
PB2015.10604	PB2015.10604.11
PB2015.10604	PB2015.10604.10
PB2015.10604	PB2015.10604.17
PB2015.11697	PB2015.11697.6
PB2015.10604	PB2015.10604.15
PB2015.10604	PB2015.10604.14
PB2015.13122	PB2015.13122.1
PB2015.10604	PB2015.10604.19
PB2015.10604	PB2015.10604.18
PB2015.13824	PB2015.13824.10
PB2015.14849	PB2015.14849.13
PB2015.14849	PB2015.14849.10
PB2015.3554	PB2015.3554.35
PB2015.2551	PB2015.2551.4
PB2015.7013	PB2015.7013.1
PB2015.2045	PB2015.2045.18
PB2015.2045	PB2015.2045.16
PB2015.2045	PB2015.2045.17
PB2015.2045	PB2015.2045.14
PB2015.12096	PB2015.12096.1
PB2015.1900	PB2015.1900.1
PB2015.2045	PB2015.2045.13
PB2015.2045	PB2015.2045.10
PB2015.2045	PB2015.2045.11
PB2015.12994	PB2015.12994.9
PB2015.12994	PB2015.12994.8
PB2015.12994	PB2015.12994.1
PB2015.12994	PB2015.12994.3
PB2015.3348	PB2015.3348.2
PB2015.12994	PB2015.12994.5
PB2015.12994	PB2015.12994.4
PB2015.12994	PB2015.12994.7
PB2015.12994	PB2015.12994.6
PB2015.4842	PB2015.4842.5
PB2015.4842	PB2015.4842.4
PB2015.4842	PB2015.4842.7
PB2015.4842	PB2015.4842.6
PB2015.4842	PB2015.4842.1
PB2015.4842	PB2015.4842.3
PB2015.4842	PB2015.4842.2
PB2015.14977	PB2015.14977.9
PB2015.8421	PB2015.8421.1
PB2015.5147	PB2015.5147.1
PB2015.16049	PB2015.16049.2
PB2015.10082	PB2015.10082.5
PB2015.999	PB2015.999.11
PB2015.999	PB2015.999.10
PB2015.5837	PB2015.5837.1
PB2015.10367	PB2015.10367.6
PB2015.10367	PB2015.10367.5
PB2015.10367	PB2015.10367.4
PB2015.10367	PB2015.10367.3
PB2015.148	PB2015.148.2
PB2015.10367	PB2015.10367.1
PB2015.15240	PB2015.15240.1
PB2015.2025	PB2015.2025.6
PB2015.2025	PB2015.2025.7
PB2015.2025	PB2015.2025.4
PB2015.2025	PB2015.2025.5
PB2015.2025	PB2015.2025.2
PB2015.2025	PB2015.2025.3
PB2015.2025	PB2015.2025.1
PB2015.15240	PB2015.15240.3
PB2015.3847	PB2015.3847.1
PB2015.15240	PB2015.15240.4
PB2015.5414	PB2015.5414.1
PB2015.16397	PB2015.16397.1
PB2015.3372	PB2015.3372.2
PB2015.3372	PB2015.3372.3
PB2015.3372	PB2015.3372.1
PB2015.3372	PB2015.3372.6
PB2015.3372	PB2015.3372.4
PB2015.3372	PB2015.3372.5
PB2015.8922	PB2015.8922.1
PB2015.11067	PB2015.11067.1
PB2015.9896	PB2015.9896.9
PB2015.10377	PB2015.10377.1
PB2015.3680	PB2015.3680.6
PB2015.3680	PB2015.3680.7
PB2015.2031	PB2015.2031.1
PB2015.3680	PB2015.3680.1
PB2015.3680	PB2015.3680.2
PB2015.3680	PB2015.3680.3
PB2015.9896	PB2015.9896.1
PB2015.9896	PB2015.9896.3
PB2015.9896	PB2015.9896.2
PB2015.3680	PB2015.3680.8
PB2015.14925	PB2015.14925.2
PB2015.9896	PB2015.9896.7
PB2015.9896	PB2015.9896.6
PB2015.11843	PB2015.11843.24
PB2015.5675	PB2015.5675.8
PB2015.10072	PB2015.10072.1
PB2015.7499	PB2015.7499.8
PB2015.7499	PB2015.7499.9
PB2015.9194	PB2015.9194.2
PB2015.9194	PB2015.9194.3
PB2015.7499	PB2015.7499.6
PB2015.1407	PB2015.1407.4
PB2015.1407	PB2015.1407.3
PB2015.7499	PB2015.7499.1
PB2015.5675	PB2015.5675.4
PB2015.5675	PB2015.5675.5
PB2015.9750	PB2015.9750.1
PB2015.2239	PB2015.2239.1
PB2015.5471	PB2015.5471.2
PB2015.1586	PB2015.1586.1
PB2015.10123	PB2015.10123.5
PB2015.1058	PB2015.1058.1
PB2015.5471	PB2015.5471.3
PB2015.3368	PB2015.3368.6
PB2015.12229	PB2015.12229.2
PB2015.10123	PB2015.10123.7
PB2015.9750	PB2015.9750.5
PB2015.12016	PB2015.12016.1
PB2015.16113	PB2015.16113.2
PB2015.16113	PB2015.16113.1
PB2015.13852	PB2015.13852.5
PB2015.3368	PB2015.3368.3
PB2015.9750	PB2015.9750.7
PB2015.13852	PB2015.13852.1
PB2015.13852	PB2015.13852.3
PB2015.13852	PB2015.13852.2
PB2015.12914	PB2015.12914.1
PB2015.12914	PB2015.12914.3
PB2015.12914	PB2015.12914.2
PB2015.12914	PB2015.12914.4
PB2015.11095	PB2015.11095.12
PB2015.11095	PB2015.11095.10
PB2015.11095	PB2015.11095.11
PB2015.9195	PB2015.9195.1
PB2015.7960	PB2015.7960.9
PB2015.8068	PB2015.8068.1
PB2015.9333	PB2015.9333.3
PB2015.8720	PB2015.8720.7
PB2015.4792	PB2015.4792.1
PB2015.627	PB2015.627.1
PB2015.8720	PB2015.8720.5
PB2015.3368	PB2015.3368.9
PB2015.7738	PB2015.7738.4
PB2015.4792	PB2015.4792.2
PB2015.6	PB2015.6.2
PB2015.3899	PB2015.3899.1
PB2015.7738	PB2015.7738.2
PB2015.7738	PB2015.7738.3
PB2015.15924	PB2015.15924.5
PB2015.15924	PB2015.15924.4
PB2015.15924	PB2015.15924.7
PB2015.15924	PB2015.15924.6
PB2015.15924	PB2015.15924.1
PB2015.15924	PB2015.15924.3
PB2015.15924	PB2015.15924.2
PB2015.2702	PB2015.2702.12
PB2015.2702	PB2015.2702.13
PB2015.2702	PB2015.2702.10
PB2015.2702	PB2015.2702.11
PB2015.7960	PB2015.7960.1
PB2015.8555	PB2015.8555.1
PB2015.7356	PB2015.7356.1
PB2015.7356	PB2015.7356.2
PB2015.7356	PB2015.7356.3
PB2015.7356	PB2015.7356.4
PB2015.7356	PB2015.7356.5
PB2015.7356	PB2015.7356.6
PB2015.2060	PB2015.2060.11
PB2015.4036	PB2015.4036.3
PB2015.1861	PB2015.1861.3
PB2015.1861	PB2015.1861.2
PB2015.1861	PB2015.1861.1
PB2015.1861	PB2015.1861.6
PB2015.1861	PB2015.1861.5
PB2015.1861	PB2015.1861.4
PB2015.9816	PB2015.9816.1
PB2015.11357	PB2015.11357.16
PB2015.872	PB2015.872.1
PB2015.15853	PB2015.15853.3
PB2015.872	PB2015.872.3
PB2015.872	PB2015.872.2
PB2015.10276	PB2015.10276.1
PB2015.10276	PB2015.10276.2
PB2015.8720	PB2015.8720.9
PB2015.8052	PB2015.8052.1
PB2015.9114	PB2015.9114.2
PB2015.9114	PB2015.9114.3
PB2015.9114	PB2015.9114.1
PB2015.9114	PB2015.9114.6
PB2015.3627	PB2015.3627.8
PB2015.9114	PB2015.9114.4
PB2015.9114	PB2015.9114.5
PB2015.4810	PB2015.4810.4
PB2015.4810	PB2015.4810.5
PB2015.4810	PB2015.4810.6
PB2015.3627	PB2015.3627.6
PB2015.3627	PB2015.3627.1
PB2015.4810	PB2015.4810.1
PB2015.3627	PB2015.3627.3
PB2015.3627	PB2015.3627.2
PB2015.3830	PB2015.3830.3
PB2015.3830	PB2015.3830.2
PB2015.3830	PB2015.3830.1
PB2015.956	PB2015.956.6
PB2015.4182	PB2015.4182.1
PB2015.741	PB2015.741.1
PB2015.4526	PB2015.4526.6
PB2015.7430	PB2015.7430.6
PB2015.4526	PB2015.4526.4
PB2015.7430	PB2015.7430.4
PB2015.7430	PB2015.7430.3
PB2015.4526	PB2015.4526.3
PB2015.16013	PB2015.16013.20
PB2015.4526	PB2015.4526.1
PB2015.7430	PB2015.7430.9
PB2015.7430	PB2015.7430.8
PB2015.10911	PB2015.10911.6
PB2015.10911	PB2015.10911.7
PB2015.10911	PB2015.10911.4
PB2015.10911	PB2015.10911.5
PB2015.10911	PB2015.10911.2
PB2015.10911	PB2015.10911.3
PB2015.10911	PB2015.10911.1
PB2015.10911	PB2015.10911.8
PB2015.10911	PB2015.10911.9
PB2015.4501	PB2015.4501.7
PB2015.4501	PB2015.4501.6
PB2015.4501	PB2015.4501.5
PB2015.4501	PB2015.4501.4
PB2015.4501	PB2015.4501.3
PB2015.4501	PB2015.4501.2
PB2015.4501	PB2015.4501.1
PB2015.8179	PB2015.8179.4
PB2015.4501	PB2015.4501.9
PB2015.4501	PB2015.4501.8
PB2015.10756	PB2015.10756.7
PB2015.8179	PB2015.8179.3
PB2015.6473	PB2015.6473.3
PB2015.6473	PB2015.6473.2
PB2015.6473	PB2015.6473.1
PB2015.10756	PB2015.10756.5
PB2015.6473	PB2015.6473.5
PB2015.6473	PB2015.6473.4
PB2015.15382	PB2015.15382.3
PB2015.15382	PB2015.15382.2
PB2015.15382	PB2015.15382.1
PB2015.10756	PB2015.10756.4
PB2015.15382	PB2015.15382.6
PB2015.15382	PB2015.15382.5
PB2015.15382	PB2015.15382.4
PB2015.5514	PB2015.5514.2
PB2015.5514	PB2015.5514.3
PB2015.8522	PB2015.8522.4
PB2015.5514	PB2015.5514.1
PB2015.8522	PB2015.8522.2
PB2015.8522	PB2015.8522.3
PB2015.8522	PB2015.8522.1
PB2015.1642	PB2015.1642.2
PB2015.10756	PB2015.10756.8
PB2015.5319	PB2015.5319.5
PB2015.10567	PB2015.10567.4
PB2015.12743	PB2015.12743.1
PB2015.6050	PB2015.6050.1
PB2015.5319	PB2015.5319.7
PB2015.14434	PB2015.14434.1
PB2015.14434	PB2015.14434.2
PB2015.14434	PB2015.14434.3
PB2015.8737	PB2015.8737.26
PB2015.11527	PB2015.11527.1
PB2015.14496	PB2015.14496.4
PB2015.5341	PB2015.5341.8
PB2015.5341	PB2015.5341.9
PB2015.6463	PB2015.6463.1
PB2015.8714	PB2015.8714.2
PB2015.5341	PB2015.5341.2
PB2015.5341	PB2015.5341.3
PB2015.5341	PB2015.5341.1
PB2015.5341	PB2015.5341.6
PB2015.14496	PB2015.14496.6
PB2015.5341	PB2015.5341.4
PB2015.5341	PB2015.5341.5
PB2015.2796	PB2015.2796.4
PB2015.12376	PB2015.12376.1
PB2015.6440	PB2015.6440.1
PB2015.8714	PB2015.8714.1
PB2015.16206	PB2015.16206.4
PB2015.2796	PB2015.2796.3
PB2015.15412	PB2015.15412.1
PB2015.14640	PB2015.14640.7
PB2015.14640	PB2015.14640.6
PB2015.14640	PB2015.14640.5
PB2015.14640	PB2015.14640.4
PB2015.14640	PB2015.14640.3
PB2015.14640	PB2015.14640.2
PB2015.14640	PB2015.14640.1
PB2015.2796	PB2015.2796.2
PB2015.10511	PB2015.10511.2
PB2015.10511	PB2015.10511.1
PB2015.6792	PB2015.6792.1
PB2015.7083	PB2015.7083.1
PB2015.7083	PB2015.7083.3
PB2015.7083	PB2015.7083.2
PB2015.59	PB2015.59.3
PB2015.59	PB2015.59.2
PB2015.59	PB2015.59.1
PB2015.15983	PB2015.15983.1
PB2015.7192	PB2015.7192.1
PB2015.10523	PB2015.10523.1
PB2015.2796	PB2015.2796.1
PB2015.2874	PB2015.2874.8
PB2015.2874	PB2015.2874.9
PB2015.3034	PB2015.3034.1
PB2015.4730	PB2015.4730.4
PB2015.2874	PB2015.2874.1
PB2015.2874	PB2015.2874.2
PB2015.2874	PB2015.2874.3
PB2015.2874	PB2015.2874.4
PB2015.2874	PB2015.2874.5
PB2015.2874	PB2015.2874.6
PB2015.2874	PB2015.2874.7
PB2015.10055	PB2015.10055.3
PB2015.10055	PB2015.10055.2
PB2015.13957	PB2015.13957.1
PB2015.7846	PB2015.7846.1
PB2015.4895	PB2015.4895.3
PB2015.13957	PB2015.13957.2
PB2015.9295	PB2015.9295.1
PB2015.8966	PB2015.8966.12
PB2015.10418	PB2015.10418.2
PB2015.10418	PB2015.10418.1
PB2015.3606	PB2015.3606.3
PB2015.12671	PB2015.12671.4
PB2015.3782	PB2015.3782.1
PB2015.45	PB2015.45.4
PB2015.7854	PB2015.7854.20
PB2015.45	PB2015.45.1
PB2015.45	PB2015.45.2
PB2015.45	PB2015.45.3
PB2015.1988	PB2015.1988.5
PB2015.1988	PB2015.1988.4
PB2015.1209	PB2015.1209.1
PB2015.2519	PB2015.2519.1
PB2015.1988	PB2015.1988.1
PB2015.12077	PB2015.12077.7
PB2015.1988	PB2015.1988.3
PB2015.1988	PB2015.1988.2
PB2015.7830	PB2015.7830.1
PB2015.12077	PB2015.12077.6
PB2015.9289	PB2015.9289.3
PB2015.5708	PB2015.5708.2
PB2015.5708	PB2015.5708.1
PB2015.12077	PB2015.12077.1
PB2015.5816	PB2015.5816.2
PB2015.7499	PB2015.7499.12
PB2015.7499	PB2015.7499.13
PB2015.8202	PB2015.8202.1
PB2015.7499	PB2015.7499.11
PB2015.1634	PB2015.1634.1
PB2015.13709	PB2015.13709.2
PB2015.7854	PB2015.7854.27
PB2015.12164	PB2015.12164.1
PB2015.1769	PB2015.1769.4
PB2015.1350	PB2015.1350.1
PB2015.7854	PB2015.7854.29
PB2015.12203	PB2015.12203.1
PB2015.16459	PB2015.16459.9
PB2015.16459	PB2015.16459.8
PB2015.7585	PB2015.7585.1
PB2015.16459	PB2015.16459.5
PB2015.16459	PB2015.16459.4
PB2015.16459	PB2015.16459.7
PB2015.347	PB2015.347.1
PB2015.16459	PB2015.16459.1
PB2015.16459	PB2015.16459.3
PB2015.16459	PB2015.16459.2
PB2015.8737	PB2015.8737.29
PB2015.78	PB2015.78.2
PB2015.78	PB2015.78.3
PB2015.78	PB2015.78.4
PB2015.215	PB2015.215.1
PB2015.15128	PB2015.15128.1
PB2015.8157	PB2015.8157.7
PB2015.8157	PB2015.8157.4
PB2015.15128	PB2015.15128.2
PB2015.15128	PB2015.15128.5
PB2015.15128	PB2015.15128.4
PB2015.15128	PB2015.15128.6
PB2015.1624	PB2015.1624.1
PB2015.1624	PB2015.1624.2
PB2015.551	PB2015.551.2
PB2015.1624	PB2015.1624.4
PB2015.1624	PB2015.1624.5
PB2015.8157	PB2015.8157.8
PB2015.8157	PB2015.8157.9
PB2015.2844	PB2015.2844.1
PB2015.1597	PB2015.1597.1
PB2015.2693	PB2015.2693.1
PB2015.12621	PB2015.12621.1
PB2015.1597	PB2015.1597.3
PB2015.13715	PB2015.13715.1
PB2015.13715	PB2015.13715.3
PB2015.13715	PB2015.13715.2
PB2015.6556	PB2015.6556.28
PB2015.13715	PB2015.13715.4
PB2015.5933	PB2015.5933.1
PB2015.13715	PB2015.13715.6
PB2015.6556	PB2015.6556.24
PB2015.1597	PB2015.1597.5
PB2015.6556	PB2015.6556.26
PB2015.15152	PB2015.15152.1
PB2015.6556	PB2015.6556.20
PB2015.6556	PB2015.6556.21
PB2015.6556	PB2015.6556.22
PB2015.1597	PB2015.1597.4
PB2015.10323	PB2015.10323.37
PB2015.15998	PB2015.15998.1
PB2015.1550	PB2015.1550.1
PB2015.2280	PB2015.2280.3
PB2015.11054	PB2015.11054.8
PB2015.2280	PB2015.2280.1
PB2015.2280	PB2015.2280.6
PB2015.2280	PB2015.2280.5
PB2015.2280	PB2015.2280.4
PB2015.11054	PB2015.11054.1
PB2015.117	PB2015.117.1
PB2015.11054	PB2015.11054.2
PB2015.8730	PB2015.8730.11
PB2015.11054	PB2015.11054.4
PB2015.11054	PB2015.11054.7
PB2015.11054	PB2015.11054.6
PB2015.6858	PB2015.6858.1
PB2015.2507	PB2015.2507.2
PB2015.6680	PB2015.6680.1
PB2015.15455	PB2015.15455.1
PB2015.790	PB2015.790.2
PB2015.790	PB2015.790.3
PB2015.790	PB2015.790.1
PB2015.2437	PB2015.2437.5
PB2015.2448	PB2015.2448.3
PB2015.11120	PB2015.11120.8
PB2015.432	PB2015.432.3
PB2015.10154	PB2015.10154.3
PB2015.10154	PB2015.10154.2
PB2015.10154	PB2015.10154.1
PB2015.15519	PB2015.15519.1
PB2015.10154	PB2015.10154.6
PB2015.10154	PB2015.10154.5
PB2015.2437	PB2015.2437.2
PB2015.13728	PB2015.13728.4
PB2015.13728	PB2015.13728.1
PB2015.13728	PB2015.13728.3
PB2015.13728	PB2015.13728.2
PB2015.14761	PB2015.14761.1
PB2015.5923	PB2015.5923.1
PB2015.5923	PB2015.5923.2
PB2015.5923	PB2015.5923.3
PB2015.14761	PB2015.14761.4
PB2015.6998	PB2015.6998.1
PB2015.11120	PB2015.11120.1
PB2015.3891	PB2015.3891.14
PB2015.11120	PB2015.11120.3
PB2015.8306	PB2015.8306.10
PB2015.8306	PB2015.8306.11
PB2015.8306	PB2015.8306.12
PB2015.8306	PB2015.8306.13
PB2015.3891	PB2015.3891.13
PB2015.2517	PB2015.2517.4
PB2015.2517	PB2015.2517.5
PB2015.2517	PB2015.2517.1
PB2015.2517	PB2015.2517.2
PB2015.2517	PB2015.2517.3
PB2015.3891	PB2015.3891.11
PB2015.1138	PB2015.1138.1
PB2015.4740	PB2015.4740.4
PB2015.12433	PB2015.12433.1
PB2015.4740	PB2015.4740.6
PB2015.4740	PB2015.4740.7
PB2015.4740	PB2015.4740.1
PB2015.4740	PB2015.4740.2
PB2015.4946	PB2015.4946.5
PB2015.1545	PB2015.1545.5
PB2015.3679	PB2015.3679.1
PB2015.4740	PB2015.4740.8
PB2015.4740	PB2015.4740.9
PB2015.3873	PB2015.3873.1
PB2015.12433	PB2015.12433.2
PB2015.4750	PB2015.4750.2
PB2015.6858	PB2015.6858.5
PB2015.15421	PB2015.15421.5
PB2015.5061	PB2015.5061.5
PB2015.12433	PB2015.12433.4
PB2015.8464	PB2015.8464.1
PB2015.10424	PB2015.10424.3
PB2015.10424	PB2015.10424.2
PB2015.10424	PB2015.10424.1
PB2015.10424	PB2015.10424.7
PB2015.10424	PB2015.10424.6
PB2015.10424	PB2015.10424.5
PB2015.10424	PB2015.10424.4
PB2015.1744	PB2015.1744.1
PB2015.11210	PB2015.11210.1
PB2015.10132	PB2015.10132.1
PB2015.197	PB2015.197.2
PB2015.197	PB2015.197.1
PB2015.13375	PB2015.13375.1
