transcript,Ensembl_transcript_ID,Ensembl_gene_ID,Ensembl_gene_symbol
PB2015.12882.3,ENST00000256897,ENSG00000134480,CCNH
PB2015.16649.1,ENST00000603197,ENSG00000271503,CCL5
PB2015.12506.1,ENST00000274093,ENSG00000145451,GLRA3
PB2015.6347.1,ENST00000452918,ENSG00000064607,SUGP2
PB2015.14844.2,ENST00000257696,ENSG00000135245,HILPDA
PB2015.907.1,ENST00000605610,ENSG00000266028,SRGAP2
PB2015.15377.3,ENST00000396124,ENSG00000156170,NDUFAF6
PB2015.15377.2,ENST00000396113,ENSG00000156170,NDUFAF6
PB2015.15377.1,ENST00000396124,ENSG00000156170,NDUFAF6
PB2015.6256.1,ENST00000288078,ENSG00000157353,FUK
PB2015.15377.7,ENST00000396113,ENSG00000156170,NDUFAF6
PB2015.15377.6,ENST00000396124,ENSG00000156170,NDUFAF6
PB2015.15377.5,ENST00000518258,ENSG00000156170,NDUFAF6
PB2015.6256.5,ENST00000288050,ENSG00000090857,PDPR
PB2015.16145.3,ENST00000373284,ENSG00000160404,TOR2A
PB2015.15377.9,ENST00000396113,ENSG00000156170,NDUFAF6
PB2015.15377.8,ENST00000396113,ENSG00000156170,NDUFAF6
PB2015.3423.6,ENST00000266481,ENSG00000087470,DNM1L
PB2015.2855.4,ENST00000393946,ENSG00000173227,SYT12
PB2015.8540.2,ENST00000595125,ENSG00000169136,ATF5
PB2015.8540.3,ENST00000423777,ENSG00000169136,ATF5
PB2015.3464.20,ENST00000552197,ENSG00000111371,SLC38A1
PB2015.8540.1,ENST00000423777,ENSG00000169136,ATF5
PB2015.16145.2,ENST00000373284,ENSG00000160404,TOR2A
PB2015.9132.2,ENST00000409556,ENSG00000115548,KDM3A
PB2015.9132.3,ENST00000409556,ENSG00000115548,KDM3A
PB2015.9132.1,ENST00000441719,ENSG00000115548,KDM3A
PB2015.4582.1,ENST00000250454,ENSG00000129518,EAPP
PB2015.4582.2,ENST00000250454,ENSG00000129518,EAPP
PB2015.586.2,ENST00000370944,ENSG00000118454,ANKRD13C
PB2015.4582.4,ENST00000366711,ENSG00000181873,IBA57
PB2015.13638.2,ENST00000622513,ENSG00000165533,TTC8
PB2015.14654.1,ENST00000413658,ENSG00000166526,ZNF3
PB2015.10551.8,ENST00000398165,ENSG00000160200,CBS
PB2015.10487.1,ENST00000329553,ENSG00000183145,RIPPLY3
PB2015.14977.10,ENST00000413040,ENSG00000013374,NUB1
PB2015.14977.11,ENST00000468404,ENSG00000013374,NUB1
PB2015.14977.12,ENST00000413040,ENSG00000013374,NUB1
PB2015.14977.13,ENST00000413040,ENSG00000013374,NUB1
PB2015.14977.14,ENST00000468404,ENSG00000013374,NUB1
PB2015.14977.15,ENST00000413040,ENSG00000013374,NUB1
PB2015.14977.16,ENST00000413040,ENSG00000013374,NUB1
PB2015.14977.17,ENST00000413040,ENSG00000013374,NUB1
PB2015.7704.1,ENST00000398417,ENSG00000141646,SMAD4
PB2015.15709.1,ENST00000380249,ENSG00000188352,FOCAD
PB2015.15709.2,ENST00000380249,ENSG00000188352,FOCAD
PB2015.15709.3,ENST00000380249,ENSG00000188352,FOCAD
PB2015.15709.4,ENST00000380249,ENSG00000188352,FOCAD
PB2015.7751.12,ENST00000579847,ENSG00000133313,CNDP2
PB2015.6703.1,ENST00000226230,ENSG00000109084,TMEM97
PB2015.6703.2,ENST00000226230,ENSG00000109084,TMEM97
PB2015.7751.11,ENST00000324262,ENSG00000133313,CNDP2
PB2015.15434.3,ENST00000251810,ENSG00000048392,RRM2B
PB2015.15434.2,ENST00000251810,ENSG00000048392,RRM2B
PB2015.15434.1,ENST00000251810,ENSG00000048392,RRM2B
PB2015.5012.9,ENST00000216281,ENSG00000080824,HSP90AA1
PB2015.3996.6,ENST00000267257,ENSG00000089159,PXN
PB2015.2405.1,ENST00000331244,ENSG00000108010,GLRX3
PB2015.3996.7,ENST00000458477,ENSG00000089159,PXN
PB2015.5012.1,ENST00000216281,ENSG00000080824,HSP90AA1
PB2015.5012.3,ENST00000216281,ENSG00000080824,HSP90AA1
PB2015.5012.2,ENST00000216281,ENSG00000080824,HSP90AA1
PB2015.5012.5,ENST00000216281,ENSG00000080824,HSP90AA1
PB2015.5012.4,ENST00000216281,ENSG00000080824,HSP90AA1
PB2015.5012.7,ENST00000334701,ENSG00000080824,HSP90AA1
PB2015.5012.6,ENST00000216281,ENSG00000080824,HSP90AA1
PB2015.5103.6,ENST00000256544,ENSG00000134152,KATNBL1
PB2015.8380.1,ENST00000595337,ENSG00000160570,DEDD2
PB2015.5103.4,ENST00000256544,ENSG00000134152,KATNBL1
PB2015.8380.3,ENST00000595337,ENSG00000160570,DEDD2
PB2015.9482.2,ENST00000437150,ENSG00000115271,GCA
PB2015.9482.3,ENST00000437150,ENSG00000115271,GCA
PB2015.5103.1,ENST00000256544,ENSG00000134152,KATNBL1
PB2015.9229.1,ENST00000393437,ENSG00000170500,LONRF2
PB2015.16050.1,ENST00000374212,ENSG00000136868,SLC31A1
PB2015.3996.3,ENST00000458477,ENSG00000089159,PXN
PB2015.6556.9,ENST00000322910,ENSG00000072778,ACADVL
PB2015.6556.8,ENST00000356839,ENSG00000072778,ACADVL
PB2015.10292.6,ENST00000217109,ENSG00000101138,CSTF1
PB2015.6556.3,ENST00000583858,ENSG00000072778,ACADVL
PB2015.10292.5,ENST00000493039,ENSG00000101138,CSTF1
PB2015.6556.5,ENST00000356839,ENSG00000072778,ACADVL
PB2015.6556.4,ENST00000543245,ENSG00000072778,ACADVL
PB2015.6556.7,ENST00000543245,ENSG00000072778,ACADVL
PB2015.6556.6,ENST00000543245,ENSG00000072778,ACADVL
PB2015.8864.10,ENST00000421745,ENSG00000115760,BIRC6
PB2015.3508.3,ENST00000551245,ENSG00000135451,TROAP
PB2015.3508.2,ENST00000551245,ENSG00000135451,TROAP
PB2015.3508.1,ENST00000257909,ENSG00000135451,TROAP
PB2015.3508.7,ENST00000257909,ENSG00000135451,TROAP
PB2015.3508.6,ENST00000551245,ENSG00000135451,TROAP
PB2015.3508.5,ENST00000551245,ENSG00000135451,TROAP
PB2015.16491.4,ENST00000367375,ENSG00000196998,WDR45
PB2015.7611.2,ENST00000261537,ENSG00000101752,MIB1
PB2015.7611.3,ENST00000606389,ENSG00000115977,AAK1
PB2015.7611.1,ENST00000261537,ENSG00000101752,MIB1
PB2015.11234.3,ENST00000296456,ENSG00000164062,APEH
PB2015.7471.8,ENST00000575245,ENSG00000175866,BAIAP2
PB2015.997.1,ENST00000439741,ENSG00000014914,MTMR11
PB2015.2251.2,ENST00000361464,ENSG00000198408,MGEA5
PB2015.5439.1,ENST00000343255,ENSG00000188529,SRSF10
PB2015.16125.5,ENST00000324460,ENSG00000044574,HSPA5
PB2015.16125.4,ENST00000324460,ENSG00000044574,HSPA5
PB2015.16125.7,ENST00000324460,ENSG00000044574,HSPA5
PB2015.16125.6,ENST00000324460,ENSG00000044574,HSPA5
PB2015.16125.1,ENST00000324460,ENSG00000044574,HSPA5
PB2015.16125.3,ENST00000324460,ENSG00000044574,HSPA5
PB2015.16125.2,ENST00000324460,ENSG00000044574,HSPA5
PB2015.23.1,ENST00000338338,ENSG00000175756,AURKAIP1
PB2015.23.2,ENST00000378853,ENSG00000175756,AURKAIP1
PB2015.23.3,ENST00000321751,ENSG00000175756,AURKAIP1
PB2015.64.3,ENST00000343813,ENSG00000116237,ICMT
PB2015.23.5,ENST00000338370,ENSG00000175756,AURKAIP1
PB2015.64.1,ENST00000343813,ENSG00000116237,ICMT
PB2015.487.1,ENST00000371873,ENSG00000162368,CMPK1
PB2015.11234.5,ENST00000296456,ENSG00000164062,APEH
PB2015.3080.1,ENST00000398136,ENSG00000152558,TMEM123
PB2015.3793.9,ENST00000547496,ENSG00000139323,POC1B
PB2015.2156.1,ENST00000260731,ENSG00000138160,KIF11
PB2015.8220.1,ENST00000397061,ENSG00000213965,NUDT19
PB2015.2156.2,ENST00000260731,ENSG00000138160,KIF11
PB2015.2156.4,ENST00000260731,ENSG00000138160,KIF11
PB2015.10573.1,ENST00000291592,ENSG00000160233,LRRC3
PB2015.6651.1,ENST00000285071,ENSG00000154803,FLCN
PB2015.2793.1,ENST00000546957,ENSG00000135392,DNAJC14
PB2015.4953.6,ENST00000621632,ENSG00000089737,DDX24
PB2015.4953.7,ENST00000621632,ENSG00000089737,DDX24
PB2015.4953.4,ENST00000621632,ENSG00000089737,DDX24
PB2015.4953.5,ENST00000621632,ENSG00000089737,DDX24
PB2015.4953.2,ENST00000621632,ENSG00000089737,DDX24
PB2015.4953.3,ENST00000621632,ENSG00000089737,DDX24
PB2015.4953.1,ENST00000621632,ENSG00000089737,DDX24
PB2015.6651.2,ENST00000389169,ENSG00000154803,FLCN
PB2015.3810.1,ENST00000334828,ENSG00000171314,PGAM1
PB2015.3729.5,ENST00000435070,ENSG00000111605,CPSF6
PB2015.7099.33,ENST00000337432,ENSG00000108384,RAD51C
PB2015.6715.5,ENST00000268758,ENSG00000087111,PIGS
PB2015.1654.2,ENST00000366582,ENSG00000119285,HEATR1
PB2015.4227.4,ENST00000339834,ENSG00000166275,BORCS7
PB2015.15865.1,ENST00000346234,ENSG00000134996,OSTF1
PB2015.4227.1,ENST00000336934,ENSG00000133121,STARD13
PB2015.4227.2,ENST00000336934,ENSG00000133121,STARD13
PB2015.4227.3,ENST00000336934,ENSG00000133121,STARD13
PB2015.7262.3,ENST00000582809,ENSG00000146872,TLK2
PB2015.15557.16,ENST00000622263,ENSG00000129292,PHF20L1
PB2015.15557.15,ENST00000622263,ENSG00000129292,PHF20L1
PB2015.15557.14,ENST00000395386,ENSG00000129292,PHF20L1
PB2015.15557.13,ENST00000395376,ENSG00000129292,PHF20L1
PB2015.5361.1,ENST00000610020,ENSG00000122484,RPAP2
PB2015.15557.11,ENST00000395386,ENSG00000129292,PHF20L1
PB2015.15557.10,ENST00000220847,ENSG00000129292,PHF20L1
PB2015.13773.9,ENST00000371068,ENSG00000096093,EFHC1
PB2015.13773.8,ENST00000637200,ENSG00000096093,EFHC1
PB2015.13773.5,ENST00000371068,ENSG00000096093,EFHC1
PB2015.13773.4,ENST00000371068,ENSG00000096093,EFHC1
PB2015.13773.7,ENST00000637200,ENSG00000096093,EFHC1
PB2015.13773.6,ENST00000636398,ENSG00000096093,EFHC1
PB2015.13773.1,ENST00000371068,ENSG00000096093,EFHC1
PB2015.13773.3,ENST00000637200,ENSG00000096093,EFHC1
PB2015.13773.2,ENST00000637200,ENSG00000096093,EFHC1
PB2015.13697.2,ENST00000229903,ENSG00000112167,SAYSD1
PB2015.13697.3,ENST00000373249,ENSG00000112167,SAYSD1
PB2015.13697.1,ENST00000373249,ENSG00000112167,SAYSD1
PB2015.13697.4,ENST00000229903,ENSG00000112167,SAYSD1
PB2015.9042.1,ENST00000272438,ENSG00000144043,TEX261
PB2015.12073.1,ENST00000316423,ENSG00000109814,UGDH
PB2015.8790.2,ENST00000361999,ENSG00000198399,ITSN2
PB2015.4237.1,ENST00000379864,ENSG00000242715,CCDC169
PB2015.12073.2,ENST00000316423,ENSG00000109814,UGDH
PB2015.12073.5,ENST00000506179,ENSG00000109814,UGDH
PB2015.12073.4,ENST00000316423,ENSG00000109814,UGDH
PB2015.12073.7,ENST00000316423,ENSG00000109814,UGDH
PB2015.12073.6,ENST00000501493,ENSG00000109814,UGDH
PB2015.14527.1,ENST00000336517,ENSG00000188372,ZP3
PB2015.12073.8,ENST00000316423,ENSG00000109814,UGDH
PB2015.14527.3,ENST00000336517,ENSG00000188372,ZP3
PB2015.14527.2,ENST00000336517,ENSG00000188372,ZP3
PB2015.1052.1,ENST00000290541,ENSG00000159377,PSMB4
PB2015.6952.1,ENST00000532038,ENSG00000159314,ARHGAP27
PB2015.6952.2,ENST00000428638,ENSG00000159314,ARHGAP27
PB2015.12264.2,ENST00000356736,ENSG00000138821,SLC39A8
PB2015.12279.1,ENST00000305737,ENSG00000168769,TET2
PB2015.2430.1,ENST00000532097,ENSG00000185627,PSMD13
PB2015.2430.2,ENST00000525665,ENSG00000185627,PSMD13
PB2015.4878.13,ENST00000554799,ENSG00000089916,GPATCH2L
PB2015.6030.4,ENST00000396424,ENSG00000197497,ZNF665
PB2015.15863.3,ENST00000376811,ENSG00000106733,NMRK1
PB2015.16126.9,ENST00000297933,ENSG00000165219,GAPVD1
PB2015.6030.1,ENST00000568000,ENSG00000174943,KCTD13
PB2015.6030.2,ENST00000308768,ENSG00000174943,KCTD13
PB2015.6030.3,ENST00000568000,ENSG00000174943,KCTD13
PB2015.15863.1,ENST00000376811,ENSG00000106733,NMRK1
PB2015.12003.1,ENST00000310085,ENSG00000173013,CCDC96
PB2015.11112.1,ENST00000270112,ENSG00000142149,HUNK
PB2015.10104.5,ENST00000237530,ENSG00000118705,RPN2
PB2015.2854.2,ENST00000393958,ENSG00000173599,PC
PB2015.2854.1,ENST00000393955,ENSG00000173599,PC
PB2015.11903.1,ENST00000323460,ENSG00000119231,SENP5
PB2015.6715.2,ENST00000395346,ENSG00000087111,PIGS
PB2015.4225.1,ENST00000315596,ENSG00000083642,PDS5B
PB2015.13557.20,ENST00000454612,ENSG00000204580,DDR1
PB2015.16512.1,ENST00000375180,ENSG00000184083,FAM120C
PB2015.10104.9,ENST00000237530,ENSG00000118705,RPN2
PB2015.10209.9,ENST00000484875,ENSG00000196562,SULF2
PB2015.7113.9,ENST00000262293,ENSG00000068489,PRR11
PB2015.7113.8,ENST00000262293,ENSG00000068489,PRR11
PB2015.6665.1,ENST00000399138,ENSG00000091542,ALKBH5
PB2015.14032.2,ENST00000367739,ENSG00000027697,IFNGR1
PB2015.7113.2,ENST00000262293,ENSG00000068489,PRR11
PB2015.7113.1,ENST00000262293,ENSG00000068489,PRR11
PB2015.14032.1,ENST00000367739,ENSG00000027697,IFNGR1
PB2015.7113.7,ENST00000262293,ENSG00000068489,PRR11
PB2015.7113.6,ENST00000614081,ENSG00000068489,PRR11
PB2015.7113.5,ENST00000614081,ENSG00000068489,PRR11
PB2015.7113.4,ENST00000262293,ENSG00000068489,PRR11
PB2015.9873.2,ENST00000321264,ENSG00000180902,D2HGDH
PB2015.9873.3,ENST00000321264,ENSG00000180902,D2HGDH
PB2015.9873.1,ENST00000321264,ENSG00000180902,D2HGDH
PB2015.1283.2,ENST00000209884,ENSG00000076321,KLHL20
PB2015.9873.4,ENST00000260372,ENSG00000137814,HAUS2
PB2015.16414.1,ENST00000379226,ENSG00000184831,APOO
PB2015.10836.1,ENST00000216039,ENSG00000100221,JOSD1
PB2015.3160.1,ENST00000620157,ENSG00000110367,DDX6
PB2015.7699.4,ENST00000285106,ENSG00000154832,CXXC1
PB2015.5728.1,ENST00000248114,ENSG00000127554,GFER
PB2015.7099.7,ENST00000486827,ENSG00000108384,RAD51C
PB2015.3207.3,ENST00000524737,ENSG00000149554,CHEK1
PB2015.2717.3,ENST00000329251,ENSG00000254772,EEF1G
PB2015.3207.7,ENST00000544373,ENSG00000149554,CHEK1
PB2015.2977.2,ENST00000533603,ENSG00000149257,SERPINH1
PB2015.2977.3,ENST00000358171,ENSG00000149257,SERPINH1
PB2015.2977.1,ENST00000358171,ENSG00000149257,SERPINH1
PB2015.2977.6,ENST00000533603,ENSG00000149257,SERPINH1
PB2015.2717.4,ENST00000329251,ENSG00000254772,EEF1G
PB2015.2977.4,ENST00000358171,ENSG00000149257,SERPINH1
PB2015.2977.5,ENST00000533603,ENSG00000149257,SERPINH1
PB2015.2717.5,ENST00000329251,ENSG00000254772,EEF1G
PB2015.5580.5,ENST00000379224,ENSG00000172183,ISG20
PB2015.5580.4,ENST00000306072,ENSG00000172183,ISG20
PB2015.5580.7,ENST00000306072,ENSG00000172183,ISG20
PB2015.5580.6,ENST00000306072,ENSG00000172183,ISG20
PB2015.5580.1,ENST00000306072,ENSG00000172183,ISG20
PB2015.16707.2,ENST00000324238,ENSG00000176390,CRLF3
PB2015.5580.3,ENST00000559876,ENSG00000172183,ISG20
PB2015.5580.2,ENST00000306072,ENSG00000172183,ISG20
PB2015.4055.1,ENST00000541076,ENSG00000051825,MPHOSPH9
PB2015.12251.2,ENST00000394877,ENSG00000145331,TRMT10A
PB2015.12251.1,ENST00000394877,ENSG00000145331,TRMT10A
PB2015.4055.2,ENST00000606320,ENSG00000051825,MPHOSPH9
PB2015.14732.7,ENST00000420217,ENSG00000222011,FAM185A
PB2015.15203.5,ENST00000521492,ENSG00000070501,POLB
PB2015.15203.4,ENST00000518925,ENSG00000070501,POLB
PB2015.6587.2,ENST00000316024,ENSG00000141499,WRAP53
PB2015.6587.1,ENST00000396463,ENSG00000141499,WRAP53
PB2015.5712.2,ENST00000262319,ENSG00000100726,TELO2
PB2015.5712.3,ENST00000262319,ENSG00000100726,TELO2
PB2015.5712.1,ENST00000262319,ENSG00000100726,TELO2
PB2015.2385.1,ENST00000359653,ENSG00000019995,ZRANB1
PB2015.2298.1,ENST00000448814,ENSG00000214413,BBIP1
PB2015.12245.4,ENST00000408927,ENSG00000138698,RAP1GDS1
PB2015.5220.5,ENST00000380950,ENSG00000103995,CEP152
PB2015.12245.6,ENST00000408927,ENSG00000138698,RAP1GDS1
PB2015.12245.7,ENST00000511212,ENSG00000138698,RAP1GDS1
PB2015.1385.1,ENST00000620048,ENSG00000213047,DENND1B
PB2015.5220.1,ENST00000380950,ENSG00000103995,CEP152
PB2015.5220.2,ENST00000380950,ENSG00000103995,CEP152
PB2015.12245.3,ENST00000408927,ENSG00000138698,RAP1GDS1
PB2015.5332.8,ENST00000451270,ENSG00000182718,ANXA2
PB2015.2738.5,ENST00000531709,ENSG00000162231,NXF1
PB2015.2738.4,ENST00000294172,ENSG00000162231,NXF1
PB2015.2738.3,ENST00000294172,ENSG00000162231,NXF1
PB2015.2738.2,ENST00000294172,ENSG00000162231,NXF1
PB2015.2738.1,ENST00000531709,ENSG00000162231,NXF1
PB2015.6317.1,ENST00000283882,ENSG00000153774,CFDP1
PB2015.15091.1,ENST00000252512,ENSG00000130227,XPO7
PB2015.14524.4,ENST00000447574,ENSG00000106211,HSPB1
PB2015.9584.5,ENST00000392349,ENSG00000128699,ORMDL1
PB2015.16826.3,ENST00000612460,ENSG00000102125,TAZ
PB2015.1122.3,ENST00000368378,ENSG00000169231,THBS3
PB2015.9584.6,ENST00000325795,ENSG00000128699,ORMDL1
PB2015.5207.1,ENST00000308022,ENSG00000172663,TMEM134
PB2015.1122.4,ENST00000368378,ENSG00000169231,THBS3
PB2015.1122.7,ENST00000368378,ENSG00000169231,THBS3
PB2015.5207.2,ENST00000599719,ENSG00000105323,HNRNPUL1
PB2015.1122.9,ENST00000368378,ENSG00000169231,THBS3
PB2015.14524.2,ENST00000447574,ENSG00000106211,HSPB1
PB2015.9584.9,ENST00000392349,ENSG00000128699,ORMDL1
PB2015.9584.8,ENST00000392349,ENSG00000128699,ORMDL1
PB2015.2691.4,ENST00000005286,ENSG00000006118,TMEM132A
PB2015.10540.1,ENST00000641527,ENSG00000177535,OR2B11
PB2015.7719.3,ENST00000393939,ENSG00000173805,HAP1
PB2015.7719.2,ENST00000588875,ENSG00000166562,SEC11C
PB2015.7719.1,ENST00000587834,ENSG00000166562,SEC11C
PB2015.4049.1,ENST00000267202,ENSG00000139722,VPS37B
PB2015.11535.2,ENST00000290913,ENSG00000159685,CHCHD6
PB2015.6597.1,ENST00000316509,ENSG00000220205,VAMP2
PB2015.14524.1,ENST00000248553,ENSG00000106211,HSPB1
PB2015.9651.1,ENST00000421334,ENSG00000163596,ICA1L
PB2015.3829.5,ENST00000393053,ENSG00000120802,TMPO
PB2015.16826.5,ENST00000475699,ENSG00000102125,TAZ
PB2015.5749.1,ENST00000330398,ENSG00000185883,ATP6V0C
PB2015.2391.1,ENST00000356792,ENSG00000107938,EDRF1
PB2015.2391.2,ENST00000481600,ENSG00000107938,EDRF1
PB2015.2391.3,ENST00000337623,ENSG00000107938,EDRF1
PB2015.10174.1,ENST00000322927,ENSG00000198026,ZNF335
PB2015.10174.3,ENST00000322927,ENSG00000198026,ZNF335
PB2015.10174.2,ENST00000322927,ENSG00000198026,ZNF335
PB2015.15647.3,ENST00000292579,ENSG00000196150,ZNF250
PB2015.15647.2,ENST00000417550,ENSG00000196150,ZNF250
PB2015.15647.1,ENST00000292579,ENSG00000196150,ZNF250
PB2015.14741.8,ENST00000249269,ENSG00000105819,PMPCB
PB2015.14741.7,ENST00000428154,ENSG00000105819,PMPCB
PB2015.14741.6,ENST00000249269,ENSG00000105819,PMPCB
PB2015.14741.5,ENST00000249269,ENSG00000105819,PMPCB
PB2015.14741.4,ENST00000428154,ENSG00000105819,PMPCB
PB2015.14741.3,ENST00000249269,ENSG00000105819,PMPCB
PB2015.14741.2,ENST00000555870,ENSG00000151338,MIPOL1
PB2015.14741.1,ENST00000249269,ENSG00000105819,PMPCB
PB2015.4445.4,ENST00000375440,ENSG00000139842,CUL4A
PB2015.3829.2,ENST00000556029,ENSG00000120802,TMPO
PB2015.13981.1,ENST00000316068,ENSG00000111877,MCM9
PB2015.1604.1,ENST00000366711,ENSG00000181873,IBA57
PB2015.5217.1,ENST00000324324,ENSG00000104177,MYEF2
PB2015.1984.11,ENST00000489649,ENSG00000122952,ZWINT
PB2015.12601.1,ENST00000265107,ENSG00000082068,WDR70
PB2015.1984.13,ENST00000395405,ENSG00000122952,ZWINT
PB2015.1984.12,ENST00000395405,ENSG00000122952,ZWINT
PB2015.1984.15,ENST00000373944,ENSG00000122952,ZWINT
PB2015.1984.14,ENST00000395405,ENSG00000122952,ZWINT
PB2015.1984.16,ENST00000395405,ENSG00000122952,ZWINT
PB2015.2691.1,ENST00000453848,ENSG00000006118,TMEM132A
PB2015.14250.1,ENST00000223145,ENSG00000106415,GLCCI1
PB2015.383.1,ENST00000373027,ENSG00000204084,INPP5B
PB2015.7026.1,ENST00000017003,ENSG00000015532,XYLT2
PB2015.10452.5,ENST00000270139,ENSG00000142166,IFNAR1
PB2015.1935.1,ENST00000298299,ENSG00000165512,ZNF22
PB2015.811.1,ENST00000369709,ENSG00000116473,RAP1A
PB2015.11547.1,ENST00000303575,ENSG00000170348,TMED10
PB2015.4041.10,ENST00000361654,ENSG00000130779,CLIP1
PB2015.1534.10,ENST00000366955,ENSG00000117724,CENPF
PB2015.11618.16,ENST00000333188,ENSG00000184432,COPB2
PB2015.10017.1,ENST00000306984,ENSG00000168303,MPLKIP
PB2015.11618.15,ENST00000333188,ENSG00000184432,COPB2
PB2015.7385.1,ENST00000392564,ENSG00000177885,GRB2
PB2015.9504.5,ENST00000234160,ENSG00000115806,GORASP2
PB2015.9504.4,ENST00000234160,ENSG00000115806,GORASP2
PB2015.9504.6,ENST00000234160,ENSG00000115806,GORASP2
PB2015.5287.1,ENST00000534964,ENSG00000047346,FAM214A
PB2015.4581.2,ENST00000377705,ENSG00000162408,NOL9
PB2015.9504.3,ENST00000234160,ENSG00000115806,GORASP2
PB2015.5287.2,ENST00000261844,ENSG00000047346,FAM214A
PB2015.13030.1,ENST00000615660,ENSG00000217128,FNIP1
PB2015.10124.6,ENST00000244007,ENSG00000124181,PLCG1
PB2015.6589.3,ENST00000332439,ENSG00000182224,CYB5D1
PB2015.6589.2,ENST00000332439,ENSG00000182224,CYB5D1
PB2015.12105.1,ENST00000381571,ENSG00000169019,COMMD8
PB2015.393.1,ENST00000372858,ENSG00000090621,PABPC4
PB2015.393.3,ENST00000372857,ENSG00000090621,PABPC4
PB2015.393.2,ENST00000372857,ENSG00000090621,PABPC4
PB2015.393.5,ENST00000372858,ENSG00000090621,PABPC4
PB2015.10124.4,ENST00000244007,ENSG00000124181,PLCG1
PB2015.4400.1,ENST00000245304,ENSG00000125249,RAP2A
PB2015.7426.13,ENST00000225276,ENSG00000070731,ST6GALNAC2
PB2015.10124.2,ENST00000373271,ENSG00000124181,PLCG1
PB2015.1921.2,ENST00000340058,ENSG00000165731,RET
PB2015.1921.1,ENST00000340058,ENSG00000165731,RET
PB2015.4132.1,ENST00000338910,ENSG00000121390,PSPC1
PB2015.7385.8,ENST00000316804,ENSG00000177885,GRB2
PB2015.4132.2,ENST00000492741,ENSG00000121390,PSPC1
PB2015.7385.9,ENST00000373816,ENSG00000162419,GMEB1
PB2015.10124.1,ENST00000244007,ENSG00000124181,PLCG1
PB2015.15959.1,ENST00000323468,ENSG00000178202,KDELC2
PB2015.11239.2,ENST00000331456,ENSG00000183763,TRAIP
PB2015.823.1,ENST00000361846,ENSG00000007341,ST7L
PB2015.9047.17,ENST00000264447,ENSG00000075292,ZNF638
PB2015.9047.16,ENST00000264447,ENSG00000075292,ZNF638
PB2015.9047.15,ENST00000410075,ENSG00000075292,ZNF638
PB2015.9047.14,ENST00000410075,ENSG00000075292,ZNF638
PB2015.9047.13,ENST00000264447,ENSG00000075292,ZNF638
PB2015.9047.12,ENST00000264447,ENSG00000075292,ZNF638
PB2015.9047.11,ENST00000264447,ENSG00000075292,ZNF638
PB2015.9047.10,ENST00000264447,ENSG00000075292,ZNF638
PB2015.10028.1,ENST00000376105,ENSG00000125968,ID1
PB2015.9047.19,ENST00000264447,ENSG00000075292,ZNF638
PB2015.9047.18,ENST00000264447,ENSG00000075292,ZNF638
PB2015.15792.4,ENST00000399703,ENSG00000180071,ANKRD18A
PB2015.12058.3,ENST00000381967,ENSG00000169299,PGM2
PB2015.8727.2,ENST00000234111,ENSG00000115758,ODC1
PB2015.9485.1,ENST00000263915,ENSG00000115290,GRB14
PB2015.5104.3,ENST00000267750,ENSG00000128463,EMC4
PB2015.5104.2,ENST00000249209,ENSG00000128463,EMC4
PB2015.15075.8,ENST00000361272,ENSG00000198791,CNOT7
PB2015.13529.1,ENST00000328914,ENSG00000164916,FOXK1
PB2015.7389.18,ENST00000333213,ENSG00000182173,TSEN54
PB2015.7389.19,ENST00000333213,ENSG00000182173,TSEN54
PB2015.15075.2,ENST00000361272,ENSG00000198791,CNOT7
PB2015.15075.3,ENST00000361272,ENSG00000198791,CNOT7
PB2015.7389.14,ENST00000333213,ENSG00000182173,TSEN54
PB2015.10087.13,ENST00000361162,ENSG00000131051,RBM39
PB2015.7389.12,ENST00000333213,ENSG00000182173,TSEN54
PB2015.7389.13,ENST00000333213,ENSG00000182173,TSEN54
PB2015.15075.4,ENST00000361272,ENSG00000198791,CNOT7
PB2015.15075.5,ENST00000361272,ENSG00000198791,CNOT7
PB2015.8830.2,ENST00000264720,ENSG00000115207,GTF3C2
PB2015.8830.3,ENST00000359541,ENSG00000115207,GTF3C2
PB2015.8830.1,ENST00000359541,ENSG00000115207,GTF3C2
PB2015.8830.6,ENST00000359541,ENSG00000115207,GTF3C2
PB2015.8830.7,ENST00000359541,ENSG00000115207,GTF3C2
PB2015.12132.3,ENST00000264228,ENSG00000128039,SRD5A3
PB2015.8830.5,ENST00000359541,ENSG00000115207,GTF3C2
PB2015.8830.8,ENST00000359541,ENSG00000115207,GTF3C2
PB2015.8830.9,ENST00000359541,ENSG00000115207,GTF3C2
PB2015.6753.4,ENST00000306049,ENSG00000172171,TEFM
PB2015.6753.5,ENST00000581216,ENSG00000172171,TEFM
PB2015.6753.2,ENST00000581216,ENSG00000172171,TEFM
PB2015.6753.3,ENST00000581216,ENSG00000172171,TEFM
PB2015.2230.1,ENST00000558190,ENSG00000066427,ATXN3
PB2015.12691.2,ENST00000230640,ENSG00000039123,SKIV2L2
PB2015.13554.1,ENST00000255266,ENSG00000132915,PDE6A
PB2015.15569.1,ENST00000220592,ENSG00000123908,AGO2
PB2015.8958.3,ENST00000403721,ENSG00000085760,MTIF2
PB2015.12826.6,ENST00000261416,ENSG00000049860,HEXB
PB2015.12826.5,ENST00000261416,ENSG00000049860,HEXB
PB2015.12826.4,ENST00000261416,ENSG00000049860,HEXB
