transcript,length,
NM_001351226,3372,
NM_006639,1014,
NM_001351220,1134,
NM_001351221,1017,
NM_001351222,900,
NM_001351223,900,
NM_001171204,1509,
NM_001171202,1617,
NM_001171203,1509,
NM_001171201,1701,
NM_001320311,612,
NM_023927,1299,
NM_023926,1533,
NM_023925,3234,
NM_023924,1794,
NM_023923,2139,
NM_023922,954,
NM_023921,924,
NM_023920,912,
NM_023929,2544,
NM_023928,2019,
NM_001350973,1368,
NM_001130727,372,
NM_001033953,387,
NM_001033952,426,
NM_001257965,4149,
NM_001177984,5820,
NM_001322406,2418,
NM_001077471,930,
NM_146421,546,
NM_025240,951,
NM_001322404,534,
NM_001077473,948,
NM_001077474,891,
NM_024650,2034,
NM_024652,6048,
NM_001322504,1029,
NM_024654,2109,
NM_001322400,1611,
NM_024656,1869,
NM_024657,2814,
NM_024658,3246,
NM_024659,1122,
NM_138644,1140,
NM_001171971,2238,
NM_001171976,3933,
NM_001257144,2913,
NM_001257145,2643,
NM_003448,1815,
NM_001163124,432,
NM_001163125,351,
NM_001163120,501,
NM_001163121,756,
NM_001163122,687,
NM_174943,369,
NM_001146152,1215,
NM_001322172,537,
NM_001322173,537,
NM_025244,2097,
NM_001322171,537,
NM_001322176,1557,
NM_001322177,1419,
NM_001322174,537,
NM_001322175,537,
NM_001349851,1785,
NM_001322178,3777,
NM_001322179,3687,
NM_014268,984,
NM_014269,2463,
NM_174944,987,
NM_014262,2211,
NM_014263,2151,
NM_014260,390,
NM_174945,738,
NM_014266,282,
NM_014267,552,
NM_014264,2913,
NM_014265,2328,
NM_001320990,2412,
NM_001320996,435,
NM_025246,1239,
NM_001270976,1140,
NM_001270977,1008,
NM_001270974,15366,
NM_001270975,1101,
NM_014930,2052,
NM_138643,846,
NM_001270978,657,
NM_001270979,657,
NM_001267798,264,
NM_001267797,2931,
NM_025247,3180,
NM_000092,5073,
NM_152906,831,
NM_001137559,1932,
NM_152904,2373,
NM_152905,1983,
NM_152902,819,
NM_152903,2025,
NM_152900,3378,
NM_152901,270,
NM_001137550,1923,
NM_001137551,1185,
NM_001137552,2427,
NM_001137553,2259,
NM_001137554,549,
NM_152908,1809,
NM_152909,1602,
NM_001352148,1629,
NM_001352149,1629,
NM_001352144,1668,
NM_001352146,1668,
NM_001352147,1629,
NM_001352140,1704,
NM_001127688,363,
NM_001352142,1668,
NM_001352143,1668,
NM_133326,180,
NM_003442,1917,
NM_001321483,438,
NM_001135957,2511,
NM_001135954,606,
NM_001321480,810,
NM_022726,945,
NM_001135953,948,
NM_001321485,471,
NM_001321484,438,
NM_022728,1014,
NM_001135958,2415,
NM_001319157,366,
NM_001162995,234,
NM_001164417,567,
NM_001322288,1077,
NM_001322289,1077,
NM_003634,855,
NM_001031628,294,
NM_001322280,870,
NM_001322281,600,
NM_001322282,780,
NM_001322284,1959,
NM_001322285,1959,
NM_001322286,1008,
NM_001319153,957,
NM_001321739,1593,
NM_022899,1875,
NM_001321731,2325,
NM_001321730,2313,
NM_001321733,2301,
NM_022893,2508,
NM_022894,2211,
NM_001321734,2109,
NM_022897,3267,
NM_001097599,1239,
NM_001143957,1260,
NM_001007025,747,
NM_001143959,585,
NM_001143958,978,
NM_194449,5154,
NM_194448,498,
NM_001170757,570,
NM_001170756,801,
NM_001170755,2013,
NM_001170754,2472,
NM_001170753,1218,
NM_001170752,1140,
NM_194447,597,
NM_001170750,1335,
NM_001172702,1566,
NM_001198829,1227,
NM_001198828,1098,
NM_001282708,804,
NM_001282709,792,
NM_153023,1959,
NM_001282704,1479,
NM_001282705,1467,
NM_001282706,1338,
NM_001282707,1314,
NM_001282700,396,
NM_153020,576,
NM_001282702,396,
NM_001282703,396,
NM_001303229,816,
NM_001303228,888,
NM_001139517,909,
NM_001166358,1452,
NM_001139514,1716,
NM_001139515,1299,
NM_001322828,1428,
NM_001322829,3543,
NM_198087,1185,
NM_001322825,1599,
NM_001322826,1530,
NM_001322827,1530,
NM_001322820,531,
NM_001322821,1674,
NM_001322823,1599,
NM_001345908,1077,
NM_020769,4167,
NM_001134395,585,
NM_020760,4719,
NM_001345901,987,
NM_020762,3258,
NM_020764,4296,
NM_020765,15552,
NM_001345906,1077,
NM_001134398,2637,
NM_001135040,3762,
NM_001135041,3420,
NM_001135044,729,
NM_001135047,492,
NM_001135048,492,
NM_001135049,525,
NM_001130678,714,
NM_001130679,747,
NM_001320468,1299,
NM_001142604,612,
NM_001142605,2814,
NM_001130674,948,
NM_001142601,1155,
NM_001320464,1758,
NM_001130677,1140,
NM_001114938,1869,
NM_001114937,378,
NM_001261427,2691,
NM_001261424,351,
NM_001261425,330,
NM_001261422,1683,
NM_001261423,1617,
NM_001261420,1842,
NM_001261421,1743,
NM_001261428,2928,
NM_001318217,312,
NM_001286775,342,
NM_001145073,1317,
NM_001286777,945,
NM_001286776,561,
NM_001286771,7473,
NM_001145077,879,
NM_001286773,300,
NM_001286772,828,
NM_001145078,1485,
NM_001145079,1848,
NM_001286779,2976,
NM_001286778,939,
NM_001100428,1680,
NM_001100429,1677,
NM_001100422,1677,
NM_001100423,1677,
NM_001100420,894,
NM_001100421,666,
NM_001100426,1827,
NM_001100427,1824,
NM_001100424,1470,
NM_001100425,1563,
NM_005413,999,
NM_005412,1515,
NM_005411,747,
NM_005410,1146,
NM_005417,1611,
NM_005416,510,
NM_005415,2040,
NM_005414,2055,
NM_005419,2556,
NM_005418,3414,
NM_001276471,1425,
NM_001243523,315,
NM_001243526,819,
NM_001320526,987,
NM_005502,6786,
NM_001005283,945,
NM_207181,2199,
NM_207186,948,
NM_207189,2844,
NM_139209,1662,
NM_201539,1116,
NM_032268,684,
NM_032269,2625,
NM_032266,5955,
NM_032264,1902,
NM_032265,2112,
NM_032263,1332,
NM_032260,2715,
NM_032261,561,
NM_001202450,918,
NM_001283059,624,
NM_001202456,1956,
NM_001202457,1956,
NM_001193617,1401,
NM_001144382,3384,
NM_001023561,2337,
NM_001023560,1440,
NM_001023567,1812,
NM_001286650,1008,
NM_001318120,3663,
NM_001318121,585,
NM_001318122,633,
NM_001318124,585,
NM_001318125,318,
NM_001318126,1482,
NM_001318127,1482,
NM_080685,7473,
NM_080684,6885,
NM_080687,1332,
NM_080686,6474,
NM_080681,4953,
NM_080680,5211,
NM_080683,7458,
NM_080682,1944,
NM_001319291,375,
NM_001319293,852,
NM_001319292,462,
NM_001319295,2136,
NM_001319294,2442,
NM_001319297,867,
NM_001319296,867,
NM_005618,2172,
NM_001144038,921,
NM_001144030,2862,
NM_001144033,849,
NM_001144035,969,
NM_001144034,969,
NM_001144037,1056,
NM_001144036,657,
NM_032846,651,
NM_003680,1587,
NM_153610,12210,
NM_012283,1401,
NM_018292,1587,
NM_001921,537,
NM_033131,1059,
NM_033130,2094,
NM_033133,1266,
NM_033132,1992,
NM_033135,1095,
NM_033137,180,
NM_033136,183,
NM_033139,1677,
NM_033138,2382,
NM_001926,303,
NM_001270699,2385,
NM_001270698,2310,
NM_004157,1215,
NM_153619,1794,
NM_001270691,1758,
NM_001388,1095,
NM_001270697,2400,
NM_001270696,2451,
NM_001270695,2526,
NM_153618,3222,
NM_001387,1713,
NM_004158,471,
NM_001194946,4821,
NM_001385,1560,
NM_001330253,2802,
NM_007308,339,
NM_001330254,2802,
NM_001382,1227,
NM_138565,1542,
NM_138567,1206,
NM_001330256,2283,
NM_001009181,159,
NM_001009183,753,
NM_001330257,2748,
NM_138568,1230,
NM_138569,1377,
NM_001009186,1461,
NM_006194,1026,
NM_001190438,2745,
NM_001153690,285,
NM_001353054,2196,
NM_003684,1398,
NM_001321173,1041,
NM_001351394,1833,
NM_017861,777,
NM_017860,1026,
NM_017863,729,
NM_017865,1560,
NM_017864,2988,
NM_017867,1041,
NM_017866,783,
NM_017869,1410,
NM_017868,2118,
NM_001204054,267,
NM_001353057,2196,
NM_001888,945,
NM_001889,990,
NM_001884,1065,
NM_001204052,738,
NM_001886,591,
NM_001887,759,
NM_001167674,1308,
NM_001881,414,
NM_001882,969,
NM_001883,1236,
NM_001013630,1224,
NM_001013631,882,
NM_001013632,666,
NM_001013635,585,
NM_018392,6315,
NM_144681,951,
NM_152644,285,
NM_001256750,1875,
NM_144687,3186,
NM_001351299,1401,
NM_001198588,2682,
NM_173159,2763,
NM_152641,5508,
NM_173156,3414,
NM_173157,1797,
NM_153500,1497,
NM_001195528,1149,
NM_006190,1734,
NM_001195520,480,
NM_001195522,411,
NM_015575,3900,
NM_001348370,585,
NM_001348372,462,
NM_001159699,891,
NM_001159694,747,
NM_001160033,3783,
NM_148957,1254,
NM_001160031,1626,
NM_001160030,2202,
NM_001160037,2205,
NM_001160036,2250,
NM_001289100,1449,
NM_148959,837,
NM_181684,441,
NM_016400,390,
NM_016401,594,
NM_001199185,2667,
NM_016403,690,
NM_001199183,2772,
NM_001199182,2835,
NM_016406,504,
NM_016407,921,
NM_016408,1764,
NM_001199189,813,
NM_001321091,1665,
NM_001331028,2502,
NM_172209,1086,
NM_172208,1515,
NM_172207,1563,
NM_172206,1599,
NM_172201,372,
NM_172200,705,
NM_000825,291,
NM_000824,1494,
NM_000827,2721,
NM_000826,2652,
NM_000821,2277,
NM_000820,2037,
NM_000823,1272,
NM_001142886,1083,
NM_000829,2709,
NM_000828,2685,
NM_001193279,1470,
NM_001290083,1290,
NM_001290084,1056,
NM_001290085,1056,
NM_001193273,1233,
NM_001193272,1503,
NM_001142885,948,
NM_001193277,2004,
NM_001352003,1071,
NM_001655,1536,
NM_020216,1953,
NM_001324268,1146,
NM_001651,798,
NM_006091,1443,
NM_001650,972,
NM_001290557,1128,
NM_001290553,1128,
NM_001293193,444,
NM_001293192,1290,
NM_001081752,2034,
NM_001293190,1611,
NM_001081754,2136,
NM_001293196,1290,
NM_001293195,1566,
NM_001349409,1305,
NM_001349408,1305,
NM_001252660,2244,
NM_001349401,1305,
NM_001349400,918,
NM_001349403,918,
NM_001349402,918,
NM_001349405,918,
NM_001349404,1305,
NM_001252668,876,
NM_020219,903,
NM_031216,1083,
NM_031217,2697,
NM_031215,1437,
NM_031212,1095,
NM_031213,1086,
NM_031210,330,
NM_031218,1863,
NM_031219,756,
NM_181784,1257,
NM_178562,852,
NM_001256782,1482,
NM_178564,1506,
NM_178565,732,
NM_001256787,3297,
NM_001199797,1305,
NM_001256789,5901,
NM_178569,417,
NM_001193495,2796,
NM_001193493,705,
NM_016613,1560,
NM_001277961,2376,
NM_001277962,1623,
NM_181785,1386,
NM_032848,810,
NM_016616,1767,
NM_001353781,1395,
NM_014713,702,
NM_001353783,1341,
NM_001353782,1341,
NM_014716,2223,
NM_014717,3903,
NM_014714,4389,
NM_032847,1143,
NM_005992,1119,
NM_005993,3579,
NM_014718,2871,
NM_014719,2766,
NM_005996,2172,
NM_005997,1095,
NM_005994,2139,
NM_005995,1158,
NM_001010886,366,
NM_001008910,918,
NM_001197030,1746,
NM_001352788,1869,
NM_001352789,1833,
NM_001352786,2196,
NM_001352787,2310,
NM_001352784,2247,
NM_001352785,2223,
NM_001352782,2334,
NM_001177506,2067,
NM_001352780,2379,
NM_001352781,2367,
NM_052997,4026,
NM_001283019,468,
NM_001283018,909,
NM_052990,3396,
NM_032741,852,
NM_001283012,927,
NM_001283010,2991,
NM_001283017,468,
NM_001283016,681,
NM_052998,1383,
NM_001283014,792,
NM_001258430,525,
NM_001354409,720,
NM_001258432,987,
NM_053028,5385,
NM_001258437,2172,
NM_001127899,2451,
NM_053025,5745,
NM_001258438,2271,
NM_001354401,2298,
NM_053026,5538,
NM_001354407,720,
NM_001354406,720,
NM_053023,1713,
NM_001354404,5802,
NM_001099669,282,
NM_001099668,324,
NM_181781,1131,
NM_015294,2895,
NM_001099667,324,
NM_001099666,1209,
NM_001099661,2745,
NM_001099660,2127,
NM_001048200,3585,
NM_015296,6210,
NM_001321133,774,
NM_001321137,1446,
NM_001321136,1224,
NM_001321135,1194,
NM_001321134,444,
NM_001127891,1833,
NM_001308366,516,
NM_001278645,372,
NM_001305007,1002,
NM_001080836,267,
NM_001080837,573,
NM_001305006,1428,
NM_001080830,1452,
NM_001289758,1317,
NM_001278641,453,
NM_001281521,2643,
NM_001244710,2100,
NM_001244713,1167,
NM_001281522,2382,
NM_004119,2982,
NM_004118,993,
NM_004115,744,
NM_001281528,702,
NM_004117,1374,
NM_004116,327,
NM_004111,1143,
NM_004110,1494,
NM_004113,546,
NM_004112,678,
NM_181353,450,
NM_181352,3837,
NM_001282870,1392,
NM_001282871,1482,
NM_181357,1563,
NM_001282877,651,
NM_001282874,3213,
NM_001282875,3177,
NM_001305009,1380,
NM_181359,1098,
NM_002046,1008,
NM_001278649,1113,
NM_001304275,3285,
NM_001320265,1095,
NM_001320266,327,
NM_001320267,327,
NM_001304271,312,
NM_001320261,279,
NM_001304273,249,
NM_001320263,1257,
NM_001320269,1104,
NM_001102592,1182,
NM_001690,1854,
NM_001693,1536,
NM_001692,1542,
NM_001695,1149,
NM_001694,468,
NM_001697,642,
NM_001696,681,
NM_001699,2658,
NM_001698,1020,
NM_000120,1368,
NM_000121,1527,
NM_000122,2349,
NM_000123,3561,
NM_000124,4482,
NM_000125,1788,
NM_000126,1002,
NM_000127,2241,
NM_000128,1878,
NM_000129,2199,
NM_024789,1554,
NM_001355243,300,
NM_001276327,1338,
NM_001001966,930,
NM_001146291,1728,
NM_001199173,981,
NM_181313,747,
NM_024780,2283,
NM_144962,684,
NM_001320772,1095,
NM_004809,1197,
NM_004808,1497,
NM_004807,1236,
NM_004805,429,
NM_004804,1020,
NM_004803,1785,
NM_004802,3693,
NM_004801,4434,
NM_004800,1992,
NM_006405,1821,
NM_006404,717,
NM_006407,567,
NM_006406,816,
NM_006401,756,
NM_006400,1221,
NM_006403,2505,
NM_006402,522,
NM_006409,1113,
NM_006408,528,
NM_001247996,3369,
NM_001247997,4317,
NM_001247994,1203,
NM_001247990,2190,
NM_138349,1182,
NM_001206769,2730,
NM_001247999,762,
NM_175849,2313,
NM_001320776,456,
NM_001320777,408,
NM_146387,936,
NM_001282129,4353,
NM_001242607,2655,
NM_146388,792,
NM_001271908,330,
NM_001271909,330,
NM_001355428,753,
NM_001271900,1506,
NM_001271904,420,
NM_001271905,420,
NM_001271906,420,
NM_001007470,768,
NM_001351743,537,
NM_199263,2400,
NM_183243,1692,
NM_183242,1137,
NM_001034172,924,
NM_183240,573,
NM_183246,1347,
NM_183244,1557,
NM_001126049,537,
NM_001126044,1173,
NM_001351747,537,
NM_002595,1572,
NM_001349024,876,
NM_130896,726,
NM_002593,1350,
NM_130897,291,
NM_001122752,1233,
NM_001349022,810,
NM_001287596,477,
NM_002591,1869,
NM_001287597,1419,
NM_001130010,846,
NM_001130011,750,
NM_001130012,1014,
NM_002590,3213,
NM_001130014,1008,
NM_001130015,819,
NM_001130016,1170,
NM_001130017,1104,
NM_001287595,1860,
NM_001242829,1326,
NM_001242828,981,
NM_001166359,1452,
NM_001242825,747,
NM_001242824,1062,
NM_001242827,609,
NM_001287036,2235,
NM_001242821,594,
NM_001242820,1356,
NM_001242823,5235,
NM_001252500,675,
NM_001287591,552,
NM_001320778,1119,
NM_001193339,1659,
NM_001353972,870,
NM_001353973,870,
NM_144614,627,
NM_001322323,1524,
NM_001322322,1731,
NM_001322321,1755,
NM_001322320,1614,
NM_001322327,1518,
NM_001322325,1824,
NM_001322324,1545,
NM_001322329,381,
NM_001287599,702,
NM_001288592,1122,
NM_001350407,2937,
NM_197975,1401,
NM_001354984,2409,
NM_001190996,1071,
NM_197977,1755,
NM_001350403,3219,
NM_001354983,2568,
NM_001350401,1098,
NM_001354762,2082,
NM_182676,1326,
NM_030877,1692,
NM_030876,966,
NM_182679,1113,
NM_182678,624,
NM_173569,4044,
NM_001300949,951,
NM_021153,2319,
NM_001300943,3972,
NM_001300942,4014,
NM_001300941,1179,
NM_001300940,1407,
NM_001300947,1767,
NM_001300946,1905,
NM_001300945,504,
NM_001300944,3972,
NM_001330715,1770,
NM_001330714,1872,
NM_001330717,1533,
NM_001330716,1683,
NM_001330711,1770,
NM_001354988,1353,
NM_001330713,1770,
NM_001330712,1872,
NM_001321675,1104,
NM_001321676,1092,
NM_001350408,2937,
NM_001330719,1110,
NM_001330718,2355,
NM_022915,999,
NM_001243885,621,
NM_001199343,555,
NM_001199342,555,
NM_022911,2280,
NM_022910,1116,
NM_022913,1422,
NM_001199346,231,
NM_001144764,5502,
NM_001293,714,
NM_001308173,1164,
NM_001308170,2415,
NM_001350778,1182,
NM_001317019,2034,
NM_001302998,1383,
NM_001317010,642,
NM_001302999,1293,
NM_001142299,1071,
NM_033637,1818,
NM_001355247,465,
NM_001330563,1125,
NM_001300781,729,
NM_001303414,786,
NM_001242597,528,
NM_181659,4275,
NM_001303410,1260,
NM_001303411,831,
NM_001303412,831,
NM_001303413,870,
NM_181652,378,
NM_001103160,1020,
NM_001103161,1272,
NM_001303418,2157,
NM_001303419,1389,
NM_181654,483,
NM_181655,294,
NM_001136501,2001,
NM_001136503,393,
NM_001136504,1260,
NM_001136505,2184,
NM_001207008,5232,
NM_001136508,600,
NM_001136509,1047,
NM_001024656,537,
NM_031458,2565,
NM_002772,3060,
NM_001292004,996,
NM_002770,744,
NM_002777,771,
NM_002776,831,
NM_001292000,1101,
NM_002774,735,
NM_031450,879,
NM_031451,804,
NM_002779,3075,
NM_031453,921,
NM_031454,2010,
NM_031455,813,
NM_001292008,657,
NM_001292009,9498,
NM_001323380,1218,
NM_001130821,327,
NM_001130820,468,
NM_001130823,4899,
NM_001130822,327,
NM_001130825,3252,
NM_001130824,3264,
NM_001025236,717,
NM_001349171,4278,
NM_001349170,4524,
NM_001287031,936,
NM_031989,1089,
NM_001349179,1200,
NM_001349178,1689,
NM_001114748,522,
NM_175066,2001,
NM_175067,1038,
NM_175064,1011,
NM_175065,393,
NM_175062,1401,
NM_175063,765,
NM_175060,1473,
NM_175061,732,
NM_175068,1623,
NM_175069,921,
NM_001256333,6618,
NM_001190766,831,
NM_024165,1704,
NM_001135105,969,
NM_005202,2112,
NM_032189,3576,
NM_032188,1377,
NM_005206,615,
NM_005207,912,
NM_005204,1404,
NM_005205,294,
NM_032182,1248,
NM_005208,648,
NM_032180,1983,
NM_032186,318,
NM_032184,3585,
NM_001302453,1626,
NM_001302456,579,
NM_001302455,597,
NM_001302454,1608,
NM_001352816,1074,
NM_001352817,1020,
NM_001352814,1110,
NM_001352815,1110,
NM_001352812,1212,
NM_001352813,1110,
NM_001352810,1542,
NM_001352811,1500,
NM_003385,576,
NM_001272071,483,
NM_001272073,2295,
NM_001272072,2313,
NM_001159524,1239,
NM_001301224,579,
NM_001301227,855,
NM_001159522,1500,
NM_001301229,603,
NM_001301228,603,
NM_001145402,2769,
NM_018272,2169,
NM_001097605,210,
NM_001097604,246,
NM_018909,2853,
NM_018908,2811,
NM_001097600,1239,
NM_018903,2826,
NM_018902,2850,
NM_001220496,909,
NM_018900,2853,
NM_018907,2844,
NM_001220491,573,
NM_018905,2847,
NM_001220493,939,
NM_001305108,1125,
NM_012338,918,
NM_001305105,1251,
NM_001305102,1398,
NM_001113575,1779,
NM_019058,699,
NM_019059,168,
NM_019056,492,
NM_019054,2508,
NM_019055,3024,
NM_019052,2349,
NM_019053,2415,
NM_019050,3222,
NM_019051,477,
NM_001003811,2823,
NM_001003810,864,
NM_001115016,2637,
NM_001195388,2997,
NM_001003819,2529,
NM_001003818,1551,
NM_001304477,633,
NM_001304476,633,
NM_001304474,1758,
NM_001304473,1758,
NM_001304472,2865,
NM_001291516,2898,
NM_001290334,1203,
NM_001290332,1209,
NM_001290333,1206,
NM_001304479,2685,
NM_001290331,2274,
NM_001278279,771,
NM_001278278,621,
NM_001278270,1299,
NM_001278273,2067,
NM_001278275,750,
NM_001278277,621,
NM_001278276,621,
NM_001453,1662,
NM_001452,1335,
NM_001451,1140,
NM_001450,840,
NM_001457,7809,
NM_001456,7920,
NM_001455,2022,
NM_001454,1266,
NM_001459,708,
NM_001458,8178,
NM_001164257,570,
NM_007115,834,
NM_000320,735,
NM_000321,2787,
NM_000326,954,
NM_001253901,879,
NM_001350508,1212,
NM_007113,5832,
NM_001350506,1242,
NM_001350507,1212,
NM_000328,2448,
NM_000329,1602,
NM_007118,9294,
NM_001253909,417,
NM_001276389,1875,
NM_001350501,867,
NM_001012957,2499,
NM_014500,2268,
NM_001195387,777,
NM_014507,543,
NM_001999,8739,
NM_001012958,1110,
NM_001012959,2037,
NM_138797,903,
NM_138796,1086,
NM_138795,561,
NM_138794,714,
NM_138793,1206,
NM_138792,2001,
NM_138790,1521,
NM_014406,1674,
NM_001318497,1230,
NM_017435,2139,
NM_138798,750,
NM_173059,8166,
NM_181506,1869,
NM_173050,2967,
NM_173054,10377,
NM_021994,1353,
NM_001297649,498,
NM_001297648,1368,
NM_001297647,2163,
NM_001253801,1392,
NM_001297645,1146,
NM_001297644,1176,
NM_001297643,564,
NM_001297642,945,
NM_000020,1512,
NM_001195280,864,
NM_001195283,966,
NM_001195286,1353,
NM_001317975,522,
NM_001317971,420,
NM_001289055,1026,
NM_145060,768,
NM_145063,459,
NM_006247,1500,
NM_006246,1404,
NM_006245,1809,
NM_001289056,1083,
NM_006243,1461,
NM_006242,900,
NM_001351679,1902,
NM_001351678,2055,
NM_001289051,2685,
NM_001002021,2493,
NM_001002020,1200,
NM_001002027,411,
NM_001351672,984,
NM_006249,930,
NM_006248,1251,
NM_001324093,1854,
NM_001324092,1083,
NM_001324091,834,
NM_001324090,768,
NM_001324097,1485,
NM_001324096,1467,
NM_001324095,627,
NM_001324094,1854,
NM_006445,7008,
NM_001324099,759,
NM_001324098,1677,
NM_001195752,717,
NM_001195753,720,
NM_021999,801,
NM_032978,1704,
NM_032979,1542,
NM_001291527,570,
NM_001199662,636,
NM_001291529,570,
NM_032970,912,
NM_001199661,663,
NM_032976,822,
NM_032977,1569,
NM_032974,1566,
NM_032975,2061,
NM_003149,1209,
NM_003143,447,
NM_001289059,984,
NM_003141,1428,
NM_001302861,384,
NM_003147,672,
NM_003146,2130,
NM_003145,552,
NM_003144,861,
NM_001002796,2337,
NM_001128850,927,
NM_001128853,2619,
NM_001128852,2628,
NM_001128855,1416,
NM_001128854,2616,
NM_001257379,1026,
NM_001257378,972,
NM_002898,1224,
NM_001324175,2100,
NM_002896,1095,
NM_002897,1212,
NM_002894,2694,
NM_002895,3207,
NM_002892,3774,
NM_001257376,1653,
NM_002890,3144,
NM_002891,3822,
NM_001348652,954,
NM_001348651,954,
NM_153234,849,
NM_001330209,2919,
NM_153232,711,
NM_130809,1338,
NM_001760,879,
NM_130808,1674,
NM_144564,945,
NM_001040454,2217,
NM_001040455,2499,
NM_001352379,2640,
NM_001040457,672,
NM_001040450,1866,
NM_001040451,1803,
NM_001040452,1803,
NM_001040453,1863,
NM_001352373,2583,
NM_001352372,2622,
NM_001352371,2589,
NM_001352370,2367,
NM_001040458,2826,
NM_001352376,2553,
NM_001352375,2622,
NM_001352374,2280,
NM_004256,1656,
NM_001766,1008,
NM_014033,735,
NM_014031,1860,
NM_014030,2286,
NM_014037,2211,
NM_001206540,834,
NM_014035,510,
NM_014034,615,
NM_014039,798,
NM_001289131,1119,
NM_015342,1941,
NM_015343,735,
NM_001008892,1083,
NM_015341,2226,
NM_001008894,1026,
NM_015347,3159,
NM_015344,396,
NM_001008897,1206,
NM_001244972,2754,
NM_015349,3240,
NM_001349610,4698,
NM_002238,2889,
NM_001330150,1143,
NM_002232,1728,
NM_001135189,1569,
NM_002230,2238,
NM_002231,804,
NM_002236,1485,
NM_002237,1542,
NM_002234,1842,
NM_001166120,1119,
NM_001323018,822,
NM_001323019,753,
NM_001323012,354,
NM_001349614,2115,
NM_001323011,537,
NM_001323016,1485,
NM_001323017,1014,
NM_002383,1434,
NM_001256424,2292,
NM_001256425,816,
NM_001256426,1878,
NM_001256427,1452,
NM_001256420,825,
NM_001256421,1305,
NM_001256422,1305,
NM_001256423,1458,
NM_002381,1461,
NM_001256428,1425,
NM_001135187,1755,
NM_001255995,342,
NM_018047,1263,
NM_001170544,867,
NM_018045,1293,
NM_018042,1737,
NM_018043,2961,
NM_018040,1587,
NM_001352598,2736,
NM_001352597,1275,
NM_198504,1134,
NM_001352595,2088,
NM_001352594,2100,
NM_001352593,2184,
NM_001291926,1515,
NM_001352591,2550,
NM_018049,450,
NM_001349238,1173,
NM_001256337,1851,
NM_001349232,2112,
NM_001349233,2112,
NM_001349230,297,
NM_001349236,1995,
NM_001349237,1953,
NM_001349234,2112,
NM_001256331,6699,
NM_001353425,585,
NM_001190906,858,
NM_014699,5499,
NM_001353423,225,
NM_014697,1521,
NM_014696,1377,
NM_014695,4284,
NM_014694,2856,
NM_014693,2652,
NM_014692,2091,
NM_014691,4458,
NM_014690,999,
NM_001099415,2964,
NM_001099410,4188,
NM_001256339,480,
NM_014965,2061,
NM_014964,1926,
NM_014967,3054,
NM_014966,3468,
NM_014961,1410,
NM_014960,1578,
NM_014963,4101,
NM_001283199,606,
NM_001287743,1254,
NM_001005327,948,
NM_014969,2763,
NM_176818,411,
NM_176819,1302,
NM_176812,675,
NM_176813,501,
NM_176810,3132,
NM_176811,3147,
NM_176816,1536,
NM_176817,1002,
NM_176814,1995,
NM_176815,564,
NM_001160305,1422,
NM_004597,357,
NM_001002800,3867,
NM_001206942,1206,
NM_001206943,1701,
NM_001206940,1044,
NM_001206941,1494,
NM_001330553,231,
NM_001206947,1656,
NM_001171631,1692,
NM_001171630,414,
NM_001302927,669,
NM_001100121,2298,
NM_001100120,2436,
NM_001330559,1845,
NM_006071,6762,
NM_004596,849,
NM_001351468,1083,
NM_006073,2190,
NM_001350995,4764,
NM_001350994,312,
NM_001350991,825,
NM_001142348,285,
NM_001350993,561,
NM_001350992,561,
NM_001142345,1122,
NM_001142344,1122,
NM_001350999,1227,
NM_001142343,1122,
NM_001355547,4005,
NM_001159,4017,
NM_001330089,855,
NM_004309,615,
NM_004304,4863,
NM_004305,1365,
NM_001330087,4323,
NM_001151,897,
NM_001156,1401,
NM_004301,1290,
NM_001330083,4359,
NM_001155,2022,
NM_001321304,327,
NM_001321305,291,
NM_001321307,4305,
NM_001321300,414,
NM_001321301,555,
NM_001321302,555,
NM_001321303,516,
NM_001321308,1704,
NM_001321309,5217,
NM_001146076,1521,
NM_001328422,378,
NM_001328423,237,
NM_001320651,504,
NM_001320650,609,
NM_001320653,2274,
NM_001320652,951,
NM_001320655,1194,
NM_001320654,1782,
NM_001320657,1299,
NM_001320656,1362,
NM_001320659,1233,
NM_001320658,2460,
NM_001032410,2472,
NM_001351218,2877,
NM_020063,1164,
NM_020062,1164,
NM_020061,1095,
NM_001146319,1344,
NM_020066,5169,
NM_020064,984,
NM_001146312,2961,
NM_001146310,693,
NM_001146316,792,
NM_001146314,633,
NM_001205122,1206,
NM_181093,2229,
NM_001346691,531,
NM_024980,1008,
NM_001346690,624,
NM_024706,1860,
NM_001037164,603,
NM_001037165,2202,
NM_001037162,624,
NM_001321922,594,
NM_001037160,477,
NM_001037161,1266,
NM_001284355,894,
NM_001284357,2031,
NM_001284356,525,
NM_001284351,2478,
NM_001284350,1038,
NM_001284353,2028,
NM_001284352,2709,
NM_001284358,525,
NM_001289109,1512,
NM_001289108,309,
NM_202003,2247,
NM_202002,2406,
NM_202001,972,
NM_202000,1317,
NM_202004,603,
NM_001079874,864,
NM_198896,627,
NM_198897,1095,
NM_198892,3486,
NM_198893,2457,
NM_198890,1335,
NM_198333,1020,
NM_001321622,1593,
NM_001079871,1785,
NM_001321621,1593,
NM_181622,519,
NM_001321627,1515,
NM_198336,537,
NM_001005388,3723,
NM_001321625,1761,
NM_001321624,1761,
NM_001321519,366,
NM_199204,960,
NM_015672,4920,
NM_018281,786,
NM_001001576,1131,
NM_015670,1725,
