transcript,double_bases,double_percent,single_bases,single_percent
PB2015.14674.1_34,56.0,0.56,44.0,0.44
PB2015.14674.1_35,64.0,0.64,36.0,0.36
PB2015.14674.1_36,58.0,0.58,42.0,0.42
PB2015.14674.1_37,60.0,0.6,40.0,0.4
PB2015.14674.1_38,66.0,0.66,34.0,0.34
PB2015.14674.1_39,64.0,0.64,36.0,0.36
PB2015.16617.4_0,42.0,0.42,58.0,0.58
PB2015.16617.4_1,38.0,0.38,62.0,0.62
PB2015.16617.4_6,48.0,0.48,52.0,0.52
PB2015.16617.4_7,42.0,0.42,58.0,0.58
PB2015.16617.4_4,52.0,0.52,48.0,0.48
PB2015.16617.4_5,54.0,0.54,46.0,0.46
PB2015.9965.2_3,66.0,0.66,34.0,0.34
PB2015.9965.2_2,66.0,0.66,34.0,0.34
PB2015.1048.9_21,56.0,0.56,44.0,0.44
PB2015.1048.9_20,50.0,0.5,50.0,0.5
PB2015.1048.9_23,48.0,0.48,52.0,0.52
PB2015.1048.9_22,54.0,0.54,46.0,0.46
PB2015.5918.6_14,50.0,0.5,50.0,0.5
PB2015.9965.2_7,54.0,0.54,46.0,0.46
PB2015.5918.6_12,52.0,0.52,48.0,0.48
PB2015.9965.2_5,56.0,0.56,44.0,0.44
PB2015.12073.2_0,58.0,0.58,42.0,0.42
PB2015.12073.2_1,60.0,0.6,40.0,0.4
PB2015.12073.2_2,56.0,0.56,44.0,0.44
PB2015.12073.2_3,56.0,0.56,44.0,0.44
PB2015.12073.2_4,64.0,0.64,36.0,0.36
PB2015.12073.2_5,70.0,0.7,30.0,0.3
PB2015.12073.2_6,68.0,0.68,32.0,0.32
PB2015.10722.3_2,64.0,0.64,36.0,0.36
PB2015.14136.2_15,66.0,0.66,34.0,0.34
PB2015.14136.2_16,62.0,0.62,38.0,0.38
PB2015.14136.2_17,58.0,0.58,42.0,0.42
PB2015.10722.3_6,54.0,0.54,46.0,0.46
PB2015.14136.2_11,64.0,0.64,36.0,0.36
PB2015.10722.3_4,66.0,0.66,34.0,0.34
PB2015.10722.3_5,56.0,0.56,44.0,0.44
PB2015.10722.3_8,46.0,0.46,54.0,0.54
PB2015.10722.3_9,40.0,0.4,60.0,0.6
PB2015.14136.2_18,62.0,0.62,38.0,0.38
PB2015.14136.2_19,54.0,0.54,46.0,0.46
PB2015.7403.14_2,68.0,0.68,32.0,0.32
PB2015.7403.14_3,56.0,0.56,44.0,0.44
PB2015.7403.14_0,64.0,0.64,36.0,0.36
PB2015.7403.14_1,60.0,0.6,40.0,0.4
PB2015.6516.2_4,72.0,0.72,28.0,0.28
PB2015.6516.2_5,68.0,0.68,32.0,0.32
PB2015.6516.2_6,68.0,0.68,32.0,0.32
PB2015.6516.2_7,62.0,0.62,38.0,0.38
PB2015.6516.2_0,70.0,0.7,30.0,0.3
PB2015.6516.2_1,74.0,0.74,26.0,0.26
PB2015.6516.2_2,72.0,0.72,28.0,0.28
PB2015.6516.2_3,70.0,0.7,30.0,0.3
PB2015.6945.1_2,64.0,0.64,36.0,0.36
PB2015.6945.1_1,68.0,0.68,32.0,0.32
PB2015.6945.1_0,68.0,0.68,32.0,0.32
PB2015.6516.2_8,60.0,0.6,40.0,0.4
PB2015.6516.2_9,58.0,0.58,42.0,0.42
PB2015.2386.4_30,58.0,0.58,42.0,0.42
PB2015.201.2_2,66.0,0.66,34.0,0.34
PB2015.3183.1_47,38.0,0.38,62.0,0.62
PB2015.3183.1_46,38.0,0.38,62.0,0.62
PB2015.3183.1_45,48.0,0.48,52.0,0.52
PB2015.3183.1_44,42.0,0.42,58.0,0.58
PB2015.3183.1_43,42.0,0.42,58.0,0.58
PB2015.3183.1_42,42.0,0.42,58.0,0.58
PB2015.3183.1_41,38.0,0.38,62.0,0.62
PB2015.3183.1_40,44.0,0.44,56.0,0.56
PB2015.10176.2_2,66.0,0.66,34.0,0.34
PB2015.3183.1_49,36.0,0.36,64.0,0.64
PB2015.3183.1_48,40.0,0.4,60.0,0.6
PB2015.201.2_6,64.0,0.64,36.0,0.36
PB2015.201.2_7,68.0,0.68,32.0,0.32
PB2015.15464.1_2,58.0,0.58,42.0,0.42
PB2015.13641.1_8,58.0,0.58,42.0,0.42
PB2015.15464.1_0,50.0,0.5,50.0,0.5
PB2015.15464.1_1,58.0,0.58,42.0,0.42
PB2015.15464.1_4,62.0,0.62,38.0,0.38
PB2015.15464.1_5,60.0,0.6,40.0,0.4
PB2015.13641.1_1,62.0,0.62,38.0,0.38
PB2015.13641.1_0,58.0,0.58,42.0,0.42
PB2015.13641.1_3,54.0,0.54,46.0,0.46
PB2015.13641.1_2,58.0,0.58,42.0,0.42
PB2015.13641.1_5,56.0,0.56,44.0,0.44
PB2015.13641.1_4,52.0,0.52,48.0,0.48
PB2015.13641.1_7,50.0,0.5,50.0,0.5
PB2015.13641.1_6,60.0,0.6,40.0,0.4
PB2015.9999.1_19,66.0,0.66,34.0,0.34
PB2015.9999.1_18,70.0,0.7,30.0,0.3
PB2015.9999.1_15,58.0,0.58,42.0,0.42
PB2015.9999.1_14,60.0,0.6,40.0,0.4
PB2015.9999.1_17,64.0,0.64,36.0,0.36
PB2015.9999.1_16,56.0,0.56,44.0,0.44
PB2015.9999.1_11,56.0,0.56,44.0,0.44
PB2015.9999.1_10,62.0,0.62,38.0,0.38
PB2015.9999.1_13,60.0,0.6,40.0,0.4
PB2015.9999.1_12,54.0,0.54,46.0,0.46
PB2015.13613.7_18,74.0,0.74,26.0,0.26
PB2015.13613.7_19,74.0,0.74,26.0,0.26
PB2015.13613.7_14,64.0,0.64,36.0,0.36
PB2015.13613.7_15,66.0,0.66,34.0,0.34
PB2015.13613.7_16,72.0,0.72,28.0,0.28
PB2015.13613.7_17,72.0,0.72,28.0,0.28
PB2015.13613.7_10,62.0,0.62,38.0,0.38
PB2015.13613.7_11,68.0,0.68,32.0,0.32
PB2015.13613.7_12,66.0,0.66,34.0,0.34
PB2015.13613.7_13,66.0,0.66,34.0,0.34
PB2015.2871.1_3,60.0,0.6,40.0,0.4
PB2015.2871.1_2,64.0,0.64,36.0,0.36
PB2015.2871.1_1,68.0,0.68,32.0,0.32
PB2015.2871.1_0,66.0,0.66,34.0,0.34
PB2015.201.2_10,66.0,0.66,34.0,0.34
PB2015.201.2_11,68.0,0.68,32.0,0.32
PB2015.13503.1_8,66.0,0.66,34.0,0.34
PB2015.13503.1_9,64.0,0.64,36.0,0.36
PB2015.13099.2_46,68.0,0.68,32.0,0.32
PB2015.11447.2_24,54.0,0.54,46.0,0.46
PB2015.11447.2_23,50.0,0.5,50.0,0.5
PB2015.13099.2_41,60.0,0.6,40.0,0.4
PB2015.11447.2_21,62.0,0.62,38.0,0.38
PB2015.11447.2_20,60.0,0.6,40.0,0.4
PB2015.13503.1_0,64.0,0.64,36.0,0.36
PB2015.13503.1_1,60.0,0.6,40.0,0.4
PB2015.13503.1_2,66.0,0.66,34.0,0.34
PB2015.13503.1_3,66.0,0.66,34.0,0.34
PB2015.13503.1_4,68.0,0.68,32.0,0.32
PB2015.13099.2_49,62.0,0.62,38.0,0.38
PB2015.13503.1_6,68.0,0.68,32.0,0.32
PB2015.13503.1_7,64.0,0.64,36.0,0.36
PB2015.6748.2_10,42.0,0.42,58.0,0.58
PB2015.8693.3_19,60.0,0.6,40.0,0.4
PB2015.9884.2_18,42.0,0.42,58.0,0.58
PB2015.1402.1_8,60.0,0.6,40.0,0.4
PB2015.1402.1_9,48.0,0.48,52.0,0.52
PB2015.1402.1_4,50.0,0.5,50.0,0.5
PB2015.8693.3_10,58.0,0.58,42.0,0.42
PB2015.9884.2_13,54.0,0.54,46.0,0.46
PB2015.9884.2_12,50.0,0.5,50.0,0.5
PB2015.9884.2_15,46.0,0.46,54.0,0.54
PB2015.9884.2_14,56.0,0.56,44.0,0.44
PB2015.1402.1_2,62.0,0.62,38.0,0.38
PB2015.1402.1_3,52.0,0.52,48.0,0.48
PB2015.12756.3_5,64.0,0.64,36.0,0.36
PB2015.9422.14_0,70.0,0.7,30.0,0.3
PB2015.12756.3_7,66.0,0.66,34.0,0.34
PB2015.12756.3_6,68.0,0.68,32.0,0.32
PB2015.12756.3_1,64.0,0.64,36.0,0.36
PB2015.9422.14_4,54.0,0.54,46.0,0.46
PB2015.7613.4_17,50.0,0.5,50.0,0.5
PB2015.7613.4_16,58.0,0.58,42.0,0.42
PB2015.7613.4_15,60.0,0.6,40.0,0.4
PB2015.7613.4_14,68.0,0.68,32.0,0.32
PB2015.7613.4_13,64.0,0.64,36.0,0.36
PB2015.16719.1_39,62.0,0.62,38.0,0.38
PB2015.7613.4_11,66.0,0.66,34.0,0.34
PB2015.7613.4_10,62.0,0.62,38.0,0.38
PB2015.16719.1_34,42.0,0.42,58.0,0.58
PB2015.16719.1_35,52.0,0.52,48.0,0.48
PB2015.16719.1_36,48.0,0.48,52.0,0.52
PB2015.16719.1_37,48.0,0.48,52.0,0.52
PB2015.16719.1_30,52.0,0.52,48.0,0.48
PB2015.16719.1_31,52.0,0.52,48.0,0.48
PB2015.7613.4_19,48.0,0.48,52.0,0.52
PB2015.16719.1_33,46.0,0.46,54.0,0.54
PB2015.8460.1_7,56.0,0.56,44.0,0.44
PB2015.11899.1_8,58.0,0.58,42.0,0.42
PB2015.11899.1_9,58.0,0.58,42.0,0.42
PB2015.8460.1_6,54.0,0.54,46.0,0.46
PB2015.11899.1_2,58.0,0.58,42.0,0.42
PB2015.11899.1_3,56.0,0.56,44.0,0.44
PB2015.11899.1_0,62.0,0.62,38.0,0.38
PB2015.11899.1_1,54.0,0.54,46.0,0.46
PB2015.11899.1_6,62.0,0.62,38.0,0.38
PB2015.11899.1_7,58.0,0.58,42.0,0.42
PB2015.11899.1_4,56.0,0.56,44.0,0.44
PB2015.11899.1_5,60.0,0.6,40.0,0.4
PB2015.8460.1_3,52.0,0.52,48.0,0.48
PB2015.8460.1_2,50.0,0.5,50.0,0.5
PB2015.8460.1_9,50.0,0.5,50.0,0.5
PB2015.1980.2_4,42.0,0.42,58.0,0.58
PB2015.1980.2_5,42.0,0.42,58.0,0.58
PB2015.1980.2_0,66.0,0.66,34.0,0.34
PB2015.3464.2_14,58.0,0.58,42.0,0.42
PB2015.633.1_26,58.0,0.58,42.0,0.42
PB2015.633.1_25,48.0,0.48,52.0,0.52
PB2015.633.1_24,44.0,0.44,56.0,0.56
PB2015.633.1_23,50.0,0.5,50.0,0.5
PB2015.633.1_22,32.0,0.32,68.0,0.68
PB2015.633.1_21,42.0,0.42,58.0,0.58
PB2015.633.1_20,42.0,0.42,58.0,0.58
PB2015.1980.2_3,48.0,0.48,52.0,0.52
PB2015.7648.4_7,62.0,0.62,38.0,0.38
PB2015.7648.4_6,64.0,0.64,36.0,0.36
PB2015.7648.4_5,64.0,0.64,36.0,0.36
PB2015.7648.4_4,62.0,0.62,38.0,0.38
PB2015.7648.4_3,60.0,0.6,40.0,0.4
PB2015.7648.4_2,44.0,0.44,56.0,0.56
PB2015.7648.4_1,58.0,0.58,42.0,0.42
PB2015.7648.4_0,54.0,0.54,46.0,0.46
PB2015.7648.4_9,66.0,0.66,34.0,0.34
PB2015.7648.4_8,58.0,0.58,42.0,0.42
PB2015.13528.1_15,56.0,0.56,44.0,0.44
PB2015.8460.1_8,54.0,0.54,46.0,0.46
PB2015.10098.1_8,56.0,0.56,44.0,0.44
PB2015.10098.1_0,68.0,0.68,32.0,0.32
PB2015.10098.1_1,64.0,0.64,36.0,0.36
PB2015.10098.1_2,64.0,0.64,36.0,0.36
PB2015.10098.1_3,60.0,0.6,40.0,0.4
PB2015.10098.1_4,54.0,0.54,46.0,0.46
PB2015.10098.1_5,54.0,0.54,46.0,0.46
PB2015.10098.1_6,52.0,0.52,48.0,0.48
PB2015.10098.1_7,50.0,0.5,50.0,0.5
PB2015.8525.8_32,36.0,0.36,64.0,0.64
PB2015.8525.8_33,44.0,0.44,56.0,0.56
PB2015.8525.8_30,40.0,0.4,60.0,0.6
PB2015.8525.8_31,36.0,0.36,64.0,0.64
PB2015.8525.8_36,38.0,0.38,62.0,0.62
PB2015.8525.8_37,40.0,0.4,60.0,0.6
PB2015.8525.8_34,38.0,0.38,62.0,0.62
PB2015.5349.4_2,56.0,0.56,44.0,0.44
PB2015.8525.8_38,48.0,0.48,52.0,0.52
PB2015.8525.8_39,50.0,0.5,50.0,0.5
PB2015.4475.1_14,52.0,0.52,48.0,0.48
PB2015.1279.3_14,62.0,0.62,38.0,0.38
PB2015.1279.3_15,56.0,0.56,44.0,0.44
PB2015.1279.3_16,62.0,0.62,38.0,0.38
PB2015.1279.3_17,48.0,0.48,52.0,0.52
PB2015.1279.3_10,66.0,0.66,34.0,0.34
PB2015.1279.3_11,56.0,0.56,44.0,0.44
PB2015.1279.3_12,64.0,0.64,36.0,0.36
PB2015.1279.3_13,58.0,0.58,42.0,0.42
PB2015.2296.5_8,52.0,0.52,48.0,0.48
PB2015.1279.3_18,50.0,0.5,50.0,0.5
PB2015.1279.3_19,54.0,0.54,46.0,0.46
PB2015.2766.7_221,62.0,0.62,38.0,0.38
PB2015.16617.4_10,52.0,0.52,48.0,0.48
PB2015.1260.1_2,64.0,0.64,36.0,0.36
PB2015.16617.4_12,52.0,0.52,48.0,0.48
PB2015.16617.4_13,46.0,0.46,54.0,0.54
PB2015.16617.4_14,50.0,0.5,50.0,0.5
PB2015.16617.4_15,46.0,0.46,54.0,0.54
PB2015.1260.1_3,64.0,0.64,36.0,0.36
PB2015.2296.5_6,58.0,0.58,42.0,0.42
PB2015.1260.1_1,66.0,0.66,34.0,0.34
PB2015.2766.7_228,58.0,0.58,42.0,0.42
PB2015.1260.1_7,54.0,0.54,46.0,0.46
PB2015.1260.1_4,58.0,0.58,42.0,0.42
PB2015.2296.5_3,48.0,0.48,52.0,0.52
PB2015.15250.1_5,60.0,0.6,40.0,0.4
PB2015.15250.1_4,66.0,0.66,34.0,0.34
PB2015.15250.1_7,64.0,0.64,36.0,0.36
PB2015.15250.1_6,66.0,0.66,34.0,0.34
PB2015.15250.1_1,60.0,0.6,40.0,0.4
PB2015.15250.1_0,58.0,0.58,42.0,0.42
PB2015.15250.1_3,56.0,0.56,44.0,0.44
PB2015.15250.1_2,54.0,0.54,46.0,0.46
PB2015.15250.1_9,64.0,0.64,36.0,0.36
PB2015.15250.1_8,70.0,0.7,30.0,0.3
PB2015.16076.4_0,64.0,0.64,36.0,0.36
PB2015.9338.9_8,34.0,0.34,66.0,0.66
PB2015.15622.8_3,70.0,0.7,30.0,0.3
PB2015.15622.8_2,68.0,0.68,32.0,0.32
PB2015.15622.8_1,70.0,0.7,30.0,0.3
PB2015.15622.8_0,64.0,0.64,36.0,0.36
PB2015.15622.8_7,58.0,0.58,42.0,0.42
PB2015.15622.8_6,64.0,0.64,36.0,0.36
PB2015.15622.8_5,60.0,0.6,40.0,0.4
PB2015.15622.8_4,64.0,0.64,36.0,0.36
PB2015.15622.8_9,60.0,0.6,40.0,0.4
PB2015.15622.8_8,54.0,0.54,46.0,0.46
PB2015.10423.1_6,48.0,0.48,52.0,0.52
PB2015.10423.1_7,52.0,0.52,48.0,0.48
PB2015.10423.1_4,52.0,0.52,48.0,0.48
PB2015.10423.1_5,48.0,0.48,52.0,0.52
PB2015.10423.1_2,50.0,0.5,50.0,0.5
PB2015.10423.1_3,56.0,0.56,44.0,0.44
PB2015.10423.1_0,64.0,0.64,36.0,0.36
PB2015.10423.1_1,50.0,0.5,50.0,0.5
PB2015.10423.1_8,56.0,0.56,44.0,0.44
PB2015.10423.1_9,58.0,0.58,42.0,0.42
PB2015.12166.9_0,62.0,0.62,38.0,0.38
PB2015.9338.9_1,56.0,0.56,44.0,0.44
PB2015.12166.9_2,66.0,0.66,34.0,0.34
PB2015.9338.9_3,58.0,0.58,42.0,0.42
PB2015.11103.1_15,62.0,0.62,38.0,0.38
PB2015.9338.9_4,48.0,0.48,52.0,0.52
PB2015.9338.9_5,54.0,0.54,46.0,0.46
PB2015.11103.1_17,56.0,0.56,44.0,0.44
PB2015.12166.9_6,68.0,0.68,32.0,0.32
PB2015.12166.9_7,62.0,0.62,38.0,0.38
PB2015.2177.4_10,66.0,0.66,34.0,0.34
PB2015.10318.2_1,60.0,0.6,40.0,0.4
PB2015.8617.1_10,56.0,0.56,44.0,0.44
PB2015.12208.2_12,62.0,0.62,38.0,0.38
PB2015.12208.2_13,50.0,0.5,50.0,0.5
PB2015.12208.2_10,64.0,0.64,36.0,0.36
PB2015.12208.2_11,60.0,0.6,40.0,0.4
PB2015.12208.2_14,60.0,0.6,40.0,0.4
PB2015.2779.1_1,68.0,0.68,32.0,0.32
PB2015.1589.2_5,72.0,0.72,28.0,0.28
PB2015.1589.2_4,72.0,0.72,28.0,0.28
PB2015.1589.2_6,68.0,0.68,32.0,0.32
PB2015.1589.2_1,60.0,0.6,40.0,0.4
PB2015.1589.2_0,60.0,0.6,40.0,0.4
PB2015.1589.2_3,68.0,0.68,32.0,0.32
PB2015.1589.2_2,60.0,0.6,40.0,0.4
PB2015.4287.1_8,60.0,0.6,40.0,0.4
PB2015.4287.1_9,68.0,0.68,32.0,0.32
PB2015.6004.3_1,64.0,0.64,36.0,0.36
PB2015.3018.4_3,62.0,0.62,38.0,0.38
PB2015.3018.4_0,70.0,0.7,30.0,0.3
PB2015.3018.4_1,70.0,0.7,30.0,0.3
PB2015.3018.4_6,74.0,0.74,26.0,0.26
PB2015.3018.4_7,68.0,0.68,32.0,0.32
PB2015.3018.4_4,78.0,0.78,22.0,0.22
PB2015.3018.4_5,74.0,0.74,26.0,0.26
PB2015.3018.4_8,60.0,0.6,40.0,0.4
PB2015.3018.4_9,58.0,0.58,42.0,0.42
PB2015.2696.1_45,66.0,0.66,34.0,0.34
PB2015.2696.1_44,64.0,0.64,36.0,0.36
PB2015.2696.1_47,64.0,0.64,36.0,0.36
PB2015.2696.1_46,58.0,0.58,42.0,0.42
PB2015.2696.1_41,64.0,0.64,36.0,0.36
PB2015.2696.1_40,64.0,0.64,36.0,0.36
PB2015.2696.1_43,64.0,0.64,36.0,0.36
PB2015.2696.1_42,64.0,0.64,36.0,0.36
PB2015.2696.1_49,54.0,0.54,46.0,0.46
PB2015.2696.1_48,66.0,0.66,34.0,0.34
PB2015.16296.4_17,52.0,0.52,48.0,0.48
PB2015.16296.4_16,58.0,0.58,42.0,0.42
PB2015.11990.2_3,62.0,0.62,38.0,0.38
PB2015.11990.2_2,66.0,0.66,34.0,0.34
PB2015.3396.1_8,48.0,0.48,52.0,0.52
PB2015.11990.2_5,58.0,0.58,42.0,0.42
PB2015.3396.1_9,68.0,0.68,32.0,0.32
PB2015.16296.4_12,60.0,0.6,40.0,0.4
PB2015.16296.4_11,52.0,0.52,48.0,0.48
PB2015.16296.4_10,52.0,0.52,48.0,0.48
PB2015.13503.1_103,52.0,0.52,48.0,0.48
PB2015.13503.1_102,60.0,0.6,40.0,0.4
PB2015.13503.1_101,62.0,0.62,38.0,0.38
PB2015.13503.1_100,56.0,0.56,44.0,0.44
PB2015.13503.1_107,60.0,0.6,40.0,0.4
PB2015.16793.1_15,68.0,0.68,32.0,0.32
PB2015.16793.1_16,68.0,0.68,32.0,0.32
PB2015.13503.1_104,56.0,0.56,44.0,0.44
PB2015.16793.1_18,62.0,0.62,38.0,0.38
PB2015.16793.1_19,68.0,0.68,32.0,0.32
PB2015.13503.1_109,66.0,0.66,34.0,0.34
PB2015.13503.1_108,64.0,0.64,36.0,0.36
PB2015.16623.2_28,54.0,0.54,46.0,0.46
PB2015.16623.2_29,62.0,0.62,38.0,0.38
PB2015.16623.2_24,70.0,0.7,30.0,0.3
PB2015.16623.2_25,60.0,0.6,40.0,0.4
PB2015.16623.2_26,62.0,0.62,38.0,0.38
PB2015.16623.2_27,62.0,0.62,38.0,0.38
PB2015.16623.2_20,58.0,0.58,42.0,0.42
PB2015.16623.2_21,64.0,0.64,36.0,0.36
PB2015.16623.2_22,68.0,0.68,32.0,0.32
PB2015.16623.2_23,72.0,0.72,28.0,0.28
PB2015.8043.5_2,50.0,0.5,50.0,0.5
PB2015.8043.5_3,50.0,0.5,50.0,0.5
PB2015.8043.5_0,44.0,0.44,56.0,0.56
PB2015.8043.5_1,44.0,0.44,56.0,0.56
PB2015.16057.2_10,56.0,0.56,44.0,0.44
PB2015.16057.2_11,68.0,0.68,32.0,0.32
PB2015.16057.2_12,70.0,0.7,30.0,0.3
PB2015.16057.2_13,68.0,0.68,32.0,0.32
PB2015.16057.2_14,60.0,0.6,40.0,0.4
PB2015.16057.2_15,64.0,0.64,36.0,0.36
PB2015.16057.2_16,66.0,0.66,34.0,0.34
PB2015.16057.2_17,66.0,0.66,34.0,0.34
PB2015.16057.2_18,64.0,0.64,36.0,0.36
PB2015.16057.2_19,60.0,0.6,40.0,0.4
PB2015.4839.1_51,58.0,0.58,42.0,0.42
PB2015.4839.1_50,60.0,0.6,40.0,0.4
PB2015.4839.1_53,52.0,0.52,48.0,0.48
PB2015.4839.1_52,60.0,0.6,40.0,0.4
PB2015.4839.1_55,62.0,0.62,38.0,0.38
PB2015.4839.1_54,58.0,0.58,42.0,0.42
PB2015.4839.1_57,62.0,0.62,38.0,0.38
PB2015.4839.1_56,62.0,0.62,38.0,0.38
PB2015.4839.1_59,60.0,0.6,40.0,0.4
PB2015.4839.1_58,66.0,0.66,34.0,0.34
PB2015.15561.2_59,60.0,0.6,40.0,0.4
PB2015.15561.2_58,58.0,0.58,42.0,0.42
PB2015.15561.2_51,54.0,0.54,46.0,0.46
PB2015.15561.2_50,46.0,0.46,54.0,0.54
PB2015.15561.2_53,44.0,0.44,56.0,0.56
PB2015.465.3_92,30.0,0.3,70.0,0.7
PB2015.15561.2_55,54.0,0.54,46.0,0.46
PB2015.15561.2_54,48.0,0.48,52.0,0.52
PB2015.15561.2_57,66.0,0.66,34.0,0.34
PB2015.15561.2_56,54.0,0.54,46.0,0.46
PB2015.10086.3_52,54.0,0.54,46.0,0.46
PB2015.5513.2_0,56.0,0.56,44.0,0.44
PB2015.5513.2_1,58.0,0.58,42.0,0.42
PB2015.5513.2_2,46.0,0.46,54.0,0.54
PB2015.1781.3_9,62.0,0.62,38.0,0.38
PB2015.5513.2_4,48.0,0.48,52.0,0.52
PB2015.1781.3_2,68.0,0.68,32.0,0.32
PB2015.1781.3_3,62.0,0.62,38.0,0.38
PB2015.1781.3_0,66.0,0.66,34.0,0.34
PB2015.1781.3_1,68.0,0.68,32.0,0.32
PB2015.1781.3_6,64.0,0.64,36.0,0.36
PB2015.1781.3_7,66.0,0.66,34.0,0.34
PB2015.1781.3_4,58.0,0.58,42.0,0.42
PB2015.1781.3_5,64.0,0.64,36.0,0.36
PB2015.11942.2_0,62.0,0.62,38.0,0.38
PB2015.11942.2_1,62.0,0.62,38.0,0.38
PB2015.11942.2_2,68.0,0.68,32.0,0.32
PB2015.11942.2_3,66.0,0.66,34.0,0.34
PB2015.8832.11_38,58.0,0.58,42.0,0.42
PB2015.8832.11_39,60.0,0.6,40.0,0.4
PB2015.8832.11_30,50.0,0.5,50.0,0.5
PB2015.8832.11_31,58.0,0.58,42.0,0.42
PB2015.8832.11_32,52.0,0.52,48.0,0.48
PB2015.8832.11_33,54.0,0.54,46.0,0.46
PB2015.8832.11_34,50.0,0.5,50.0,0.5
PB2015.8832.11_35,56.0,0.56,44.0,0.44
PB2015.8832.11_36,50.0,0.5,50.0,0.5
PB2015.8832.11_37,54.0,0.54,46.0,0.46
PB2015.10086.3_93,38.0,0.38,62.0,0.62
PB2015.10086.3_92,36.0,0.36,64.0,0.64
PB2015.10086.3_91,28.0,0.28,72.0,0.72
PB2015.10086.3_90,38.0,0.38,62.0,0.62
PB2015.543.1_54,60.0,0.6,40.0,0.4
PB2015.14672.3_5,56.0,0.56,44.0,0.44
PB2015.14672.3_6,56.0,0.56,44.0,0.44
PB2015.543.1_57,66.0,0.66,34.0,0.34
PB2015.14672.3_0,60.0,0.6,40.0,0.4
PB2015.14672.3_1,58.0,0.58,42.0,0.42
PB2015.14672.3_2,54.0,0.54,46.0,0.46
PB2015.543.1_53,66.0,0.66,34.0,0.34
PB2015.543.1_58,68.0,0.68,32.0,0.32
PB2015.543.1_59,64.0,0.64,36.0,0.36
PB2015.14499.6_25,62.0,0.62,38.0,0.38
PB2015.14499.6_24,56.0,0.56,44.0,0.44
PB2015.14499.6_21,44.0,0.44,56.0,0.56
PB2015.14499.6_20,48.0,0.48,52.0,0.52
PB2015.14499.6_23,52.0,0.52,48.0,0.48
PB2015.14499.6_22,46.0,0.46,54.0,0.54
PB2015.14500.1_10,54.0,0.54,46.0,0.46
PB2015.14500.1_11,44.0,0.44,56.0,0.56
PB2015.14500.1_12,56.0,0.56,44.0,0.44
PB2015.14500.1_13,62.0,0.62,38.0,0.38
PB2015.14500.1_14,58.0,0.58,42.0,0.42
PB2015.14500.1_15,54.0,0.54,46.0,0.46
PB2015.14500.1_16,40.0,0.4,60.0,0.6
PB2015.11964.5_29,50.0,0.5,50.0,0.5
PB2015.14500.1_18,40.0,0.4,60.0,0.6
PB2015.11964.5_27,48.0,0.48,52.0,0.52
PB2015.11964.5_24,60.0,0.6,40.0,0.4
PB2015.11964.5_25,48.0,0.48,52.0,0.52
PB2015.11964.5_22,60.0,0.6,40.0,0.4
PB2015.11964.5_23,66.0,0.66,34.0,0.34
PB2015.11964.5_20,54.0,0.54,46.0,0.46
PB2015.11964.5_21,60.0,0.6,40.0,0.4
PB2015.1025.3_4,66.0,0.66,34.0,0.34
PB2015.1025.3_3,70.0,0.7,30.0,0.3
PB2015.1025.3_2,68.0,0.68,32.0,0.32
PB2015.1025.3_1,64.0,0.64,36.0,0.36
PB2015.1025.3_0,66.0,0.66,34.0,0.34
PB2015.15445.4_0,36.0,0.36,64.0,0.64
PB2015.15445.4_1,52.0,0.52,48.0,0.48
PB2015.15445.4_2,42.0,0.42,58.0,0.58
PB2015.15445.4_3,28.0,0.28,72.0,0.72
PB2015.15445.4_4,36.0,0.36,64.0,0.64
PB2015.15445.4_5,34.0,0.34,66.0,0.66
PB2015.15445.4_6,36.0,0.36,64.0,0.64
PB2015.15445.4_7,38.0,0.38,62.0,0.62
PB2015.15445.4_8,50.0,0.5,50.0,0.5
PB2015.15445.4_9,40.0,0.4,60.0,0.6
PB2015.11794.1_213,42.0,0.42,58.0,0.58
PB2015.11794.1_212,38.0,0.38,62.0,0.62
PB2015.11794.1_211,34.0,0.34,66.0,0.66
PB2015.11794.1_210,44.0,0.44,56.0,0.56
PB2015.11794.1_216,60.0,0.6,40.0,0.4
PB2015.11794.1_215,56.0,0.56,44.0,0.44
PB2015.11794.1_214,46.0,0.46,54.0,0.54
PB2015.9437.2_3,54.0,0.54,46.0,0.46
PB2015.9437.2_2,68.0,0.68,32.0,0.32
PB2015.9437.2_1,64.0,0.64,36.0,0.36
PB2015.9437.2_0,64.0,0.64,36.0,0.36
PB2015.9437.2_6,56.0,0.56,44.0,0.44
PB2015.9437.2_5,46.0,0.46,54.0,0.54
PB2015.9437.2_4,52.0,0.52,48.0,0.48
PB2015.5027.1_22,46.0,0.46,54.0,0.54
PB2015.5027.1_23,48.0,0.48,52.0,0.52
PB2015.5027.1_20,54.0,0.54,46.0,0.46
PB2015.5027.1_21,52.0,0.52,48.0,0.48
PB2015.5027.1_26,50.0,0.5,50.0,0.5
PB2015.5027.1_27,62.0,0.62,38.0,0.38
PB2015.5027.1_24,46.0,0.46,54.0,0.54
PB2015.2644.3_18,54.0,0.54,46.0,0.46
PB2015.2644.3_17,42.0,0.42,58.0,0.58
PB2015.2644.3_16,52.0,0.52,48.0,0.48
PB2015.5027.1_28,72.0,0.72,28.0,0.28
PB2015.5027.1_29,66.0,0.66,34.0,0.34
